full_event_name,count
Microsoft.Windows.MobilityExperience.YourPhone.PhoneNumberTableUpdated,1
Microsoft.Windows.MobilityExperience.YourPhone.ProcessMessageAcks,47
Microsoft.Windows.MobilityExperience.YourPhone.RcsChatTableUpdated,3
Microsoft.Windows.MobilityExperience.YourPhone.RcsConversationTableUpdated,3
Microsoft.Windows.MobilityExperience.YourPhone.RequestForContentResponseAsExpected,128
Microsoft.Windows.MobilityExperience.YourPhone.SendRequestToPhones,44
Microsoft.Windows.MobilityExperience.YourPhone.ShowIncomingMessageToast,71
Microsoft.Windows.MobilityExperience.YourPhone.ShowNotificationsToast,71
Microsoft.Windows.MobilityExperience.YourPhone.SmsTableUpdated,24
Microsoft.Windows.MobilityExperience.YourPhone.TaskRegistered,156
Microsoft.Windows.MobilityExperience.YourPhone.TaskUnregistered,154
Microsoft.Windows.MobilityExperience.YourPhone.UserSessionState,11
Microsoft.Windows.MobilityExperience.YourPhone.YPP.CertificateGenerationActivity,38
Microsoft.Windows.MobilityExperience.YourPhone.YPP.CertificateRetrievalActivity,43
Microsoft.Windows.MobilityExperience.YourPhone.YPP.ClientRegistrationActivity,176
Microsoft.Windows.MobilityExperience.YourPhone.YPP.ConnectionDroppedEvent,3
Microsoft.Windows.MobilityExperience.YourPhone.YPP.CryptoTrustKeyRotationActivity,36
Microsoft.Windows.MobilityExperience.YourPhone.YPP.CryptoTrustMigrationActivity,2
Microsoft.Windows.MobilityExperience.YourPhone.YPP.CryptoTrustRelationshipOperationActivity,300
Microsoft.Windows.MobilityExperience.YourPhone.YPP.Dependency,93
Microsoft.Windows.MobilityExperience.YourPhone.YPP.Exception,2
Microsoft.Windows.MobilityExperience.YourPhone.YPP.GenerateSignedJWTBySelfClientIdActivity,50
Microsoft.Windows.MobilityExperience.YourPhone.YPP.GetPartnerClientIdActivity,78
Microsoft.Windows.MobilityExperience.YourPhone.YPP.HubPartnerConnectionEvent,34
Microsoft.Windows.MobilityExperience.YourPhone.YPP.InvalidExistentTrustedRelationshipAnomalyEvent,35
Microsoft.Windows.MobilityExperience.YourPhone.YPP.KeyGenerationActivity,38
Microsoft.Windows.MobilityExperience.YourPhone.YPP.NonceJwtGenerationActivity,36
Microsoft.Windows.MobilityExperience.YourPhone.YPP.NotifyAppAndWaitForHandlerHealthActivity,32
Microsoft.Windows.MobilityExperience.YourPhone.YPP.OpenConnectionActivity,46
Microsoft.Windows.MobilityExperience.YourPhone.YPP.OutOfProcComTimeout,1
Microsoft.Windows.MobilityExperience.YourPhone.YPP.RefreshAccessTokenActivity,36
Microsoft.Windows.MobilityExperience.YourPhone.YPP.SendMessageActivity,1441
Microsoft.Windows.MobilityExperience.YourPhone.YPP.SendPlatformRequestActivity,74
Microsoft.Windows.MobilityExperience.YourPhone.YPP.SendingCryptoWakeRequestEvent,25
Microsoft.Windows.MobilityExperience.YourPhone.YPP.WakeRequestActivity,48
Microsoft.Windows.MobilityExperience.YourPhone.YPP.ZeroBytesRead,1
Microsoft.Windows.MobilityExperience.YourPhoneApps.AppProxyConnectionHealthActivity,75
Microsoft.Windows.MobilityExperience.YourPhoneApps.AppProxyHealthActivity,72
Microsoft.Windows.MobilityExperience.YourPhoneApps.ConnectionServiceActivity,22
Microsoft.Windows.MobilityExperience.YourPhoneApps.DragDropActivity,25
Microsoft.Windows.Mrt.Deploy.FallbackError,2202
Microsoft.Windows.Mrt.Runtime.CResourceIndexInternalGetValueFail,96
Microsoft.Windows.Mrt.Runtime.FallbackError,618
Microsoft.Windows.Mrt.Runtime.GenericEvent,48
Microsoft.Windows.Mrt.Runtime.LoadError,88
Microsoft.Windows.Mrt.Runtime.SetAttributeValueError,4
Microsoft.Windows.NTVDM.Launch,8
Microsoft.Windows.Narrator.Asimov.ResetNarratorAfterSigninSettingPostUpgrade,1
Microsoft.Windows.NetworkInformation.GetInternetConnectionProfileTimedOut,1
Microsoft.Windows.NetworkInformation.MethodDurationByResult(Aggregate),1912
Microsoft.Windows.NetworkListManager.ClientProcessDestructionTelemetry,464
Microsoft.Windows.NetworkListManager.DeviceConnectivityChanged,96
Microsoft.Windows.NetworkListManager.GlobalConnectivityStateChange,116
Microsoft.Windows.NetworkListManager.GlobalCostOverride,17
Microsoft.Windows.NetworkListManager.InterfaceCapabilityChanged,541
Microsoft.Windows.NetworkListManager.InterfaceHidden,73
Microsoft.Windows.NetworkListManager.NlmSignatures-LogSignatureChanges-InterfaceIsIdentifying,181
Microsoft.Windows.NetworkListManager.NlmSignatures-LogSignatureChanges-InterfaceIsUnidentified,103
Microsoft.Windows.NetworkListManager.NsiNetworkCategory,492
Microsoft.Windows.NetworkProfileService.NspNotifyRequested,5
Microsoft.Windows.Networking.BFE.WfpCommitTransaction,154
Microsoft.Windows.Networking.DHCP.AddressPlumbed,14
Microsoft.Windows.Networking.DHCP.DhcpSetEventInRenewState,122
Microsoft.Windows.Networking.DHCP.Dhcpv4Options,10
Microsoft.Windows.Networking.DHCP.DiscoveryAttempt,396
Microsoft.Windows.Networking.DHCP.MediaConnected,291
Microsoft.Windows.Networking.DHCP.RenewalAttempt,24
Microsoft.Windows.Networking.DHCP.RequestAttempt,10
Microsoft.Windows.Networking.DHCP.SetRoute,14
Microsoft.Windows.Networking.DHCP.TimeToPlumbAddress,9
Microsoft.Windows.Networking.DHCPv6.SolicitAttempt,560
Microsoft.Windows.Networking.DNS.AllDnsServersTimeoutStatistics,1
Microsoft.Windows.Networking.DNS.DnsQuery duration aggregate,3
Microsoft.Windows.Networking.DNS.DnsQueryStats,472
Microsoft.Windows.Networking.DNS.DnsServerConfig,1179
Microsoft.Windows.Networking.DNS.DnsServerFailureStats,43
Microsoft.Windows.Networking.DNS.DnsServerStatistics,328
Microsoft.Windows.Networking.EDP.Census,30
Microsoft.Windows.Networking.NetworkSetupSvc.ForeignNetworkInterface,18
Microsoft.Windows.Networking.NetworkSetupSvc.InstallPnPDevice,124
Microsoft.Windows.Networking.SharedAccess.DHCPAckSent,4
Microsoft.Windows.Networking.SharedAccess.DHCPDiscoverReceived,4
Microsoft.Windows.Networking.SharedAccess.DHCPOfferSent,4
Microsoft.Windows.Networking.SharedAccess.DHCPRequestReceived,4
Microsoft.Windows.Networking.WFP.Ale.AleAuthConnectionTimes,78
Microsoft.Windows.Networking.WFP.Ale.AleReAuthConnection,1182
Microsoft.Windows.Networking.WFP.FilterEngineTelemetry.AleAuthLayerMemUsage,20
Microsoft.Windows.Networking.WFP.FilterEngineTelemetry.WfpCalloutInfo,10
Microsoft.Windows.NextPcGuide.ActivityError,2
Microsoft.Windows.NextPcGuide.AppLaunched,11
Microsoft.Windows.NextPcGuide.AppSessionActivity,20
Microsoft.Windows.NextPcGuide.AppUninstalled,1
Microsoft.Windows.NextPcGuide.CheckForUpdatesActivity,18
Microsoft.Windows.NextPcGuide.DeviceAge,11
Microsoft.Windows.NextPcGuide.GetBackupPolicyStatus,34
Microsoft.Windows.NextPcGuide.HostContextsExited,8
Microsoft.Windows.NextPcGuide.IsMsaAttached,34
Microsoft.Windows.NextPcGuide.ModelQueryActivity,508
Microsoft.Windows.NextPcGuide.OneDriveEnrollmentStatus,74
Microsoft.Windows.NextPcGuide.SetBackupPolicyStatus,2
Microsoft.Windows.NextPcGuide.SetupCompleted,2
Microsoft.Windows.NextPcGuide.SetupLaunched,2
Microsoft.Windows.NextPcGuide.SkuType,11
Microsoft.Windows.NextPcGuide.UpdateCheckWaitComplete,11
Microsoft.Windows.NextPcGuide.UpgradeEligibilityCheckFailed,15
Microsoft.Windows.NextPcGuide.UpgradeEligibilityStatus,11
Microsoft.Windows.NextPcGuide.UpgradeNotEligibleReason,18
Microsoft.Windows.NextPcGuide.UxItemInteracted,63
Microsoft.Windows.NextPcGuide.UxPageNavigateActivity,22
Microsoft.Windows.NextPcGuide.WindowsUpdateStatus,9
Microsoft.Windows.Notifications.WnsCP.OnChannelReceivedEx,3
Microsoft.Windows.Notifications.WnsCP.RequestChannel,3
Microsoft.Windows.Notifications.WnsCP.WnsPlatNotificationDelivered,32
Microsoft.Windows.Notifications.WpnApis.ChannelClosedbyApi,2
Microsoft.Windows.Notifications.WpnApis.ChannelRequestedByApi,2197
Microsoft.Windows.Notifications.WpnApis.Clear,16
Microsoft.Windows.Notifications.WpnApis.ClearOnRebootFlagSet,1
Microsoft.Windows.Notifications.WpnApis.CreateRawNotificationViaFactory,11
Microsoft.Windows.Notifications.WpnApis.CreateTileUpdaterForApplication,44
Microsoft.Windows.Notifications.WpnApis.CreateToastNotificationActionTriggerDetail,1
Microsoft.Windows.Notifications.WpnApis.DoChannelRequest,2195
Microsoft.Windows.Notifications.WpnApis.EnableNotificationQueue,14
Microsoft.Windows.Notifications.WpnApis.InvokeWithUserInputCallback,15
Microsoft.Windows.Notifications.WpnApis.RawPushNotificationTriggerRegistered,2
Microsoft.Windows.Notifications.WpnApis.StartToastNotifierShow,102
Microsoft.Windows.Notifications.WpnApis.StopPeriodicUpdate,14
Microsoft.Windows.Notifications.WpnApis.ToastActivationEventRegistrationAddActivated,6
Microsoft.Windows.Notifications.WpnApis.ToastActivationEventRegistrationAddDismissed,9
Microsoft.Windows.Notifications.WpnApis.ToastActivationEventRegistrationAddFailed,9
Microsoft.Windows.Notifications.WpnApis.ToastActivationEventRegistrationRemoveActivated,7
Microsoft.Windows.Notifications.WpnApis.ToastActivationEventRegistrationRemoveDismissed,7
Microsoft.Windows.Notifications.WpnApis.ToastActivationEventRegistrationRemoveFailed,7
Microsoft.Windows.Notifications.WpnApis.ToastNotifierCreate,11
Microsoft.Windows.Notifications.WpnApis.ToastNotifierCreateWithId,121
Microsoft.Windows.Notifications.WpnApis.ToastNotifierShowToast,101
Microsoft.Windows.Notifications.WpnApis.Update,42
Microsoft.Windows.Notifications.WpnApps.ToastActionTriggerRegistered,16
Microsoft.Windows.Notifications.WpnClientTelemetry.ToastActivationStart,1
Microsoft.Windows.Notifications.WpnClientTelemetry.ToastActivationStop,1
Microsoft.Windows.Notifications.WpnCore.ActivateRawWorkItem,28
Microsoft.Windows.Notifications.WpnCore.ActivateToastActionWorkItem,1
Microsoft.Windows.Notifications.WpnCore.ConnectionStatusChanged,106
Microsoft.Windows.Notifications.WpnCore.DisconnectingContext,16
Microsoft.Windows.Notifications.WpnCore.InitializingShellHelper,33
Microsoft.Windows.Notifications.WpnCore.NotificationReceived,33
Microsoft.Windows.Notifications.WpnCore.OnChannelReceived,55
Microsoft.Windows.Notifications.WpnCore.OwnerResetStarted,16
Microsoft.Windows.Notifications.WpnCore.OwnerResetTimeout,16
Microsoft.Windows.Notifications.WpnCore.PlatformDestructor,16
Microsoft.Windows.Notifications.WpnCore.PlatformDestructorStop,16
Microsoft.Windows.Notifications.WpnCore.PlatformInitialize,38
Microsoft.Windows.Notifications.WpnCore.PostNotificationForPeriodicTrigger,30
Microsoft.Windows.Notifications.WpnCore.PowerSaverUpdate,110
Microsoft.Windows.Notifications.WpnCore.PushNotificationDelivered,33
Microsoft.Windows.Notifications.WpnCore.RegisterClassObject,38
Microsoft.Windows.Notifications.WpnCore.RemoveAllScheduledTileUpdates,44
Microsoft.Windows.Notifications.WpnCore.RemoveAllScheduledToastUpdates,44
Microsoft.Windows.Notifications.WpnCore.ResetPeriodicUpdate,14
Microsoft.Windows.Notifications.WpnCore.RevokingClassObject,16
Microsoft.Windows.Notifications.WpnCore.ServiceStarted,39
Microsoft.Windows.Notifications.WpnCore.ShowDeliveredToast,113
Microsoft.Windows.Notifications.WpnCore.ShuttingDownPlatform,16
Microsoft.Windows.Notifications.WpnCore.ShuttingDownShellHelper,16
Microsoft.Windows.Notifications.WpnCore.StartingService,38
Microsoft.Windows.Notifications.WpnCore.StoppedService,16
Microsoft.Windows.Notifications.WpnCore.StoppingService,16
Microsoft.Windows.Notifications.WpnCore.ValidateSettingsDetail,37
Microsoft.Windows.Notifications.WpnDatabaseTelemetry.DatabaseSqliteError,467
Microsoft.Windows.Notifications.WpnVerboseDiagnostics.CheckForNetPNGMessageReceived,359
Microsoft.Windows.Notifications.WpnVerboseDiagnostics.KeepAliveActivity,143
Microsoft.Windows.Notifications.WpnVerboseDiagnostics.SendNetPNGMessage,362
Microsoft.Windows.Notifications.Wpncon.AuthenticationEnd,151
Microsoft.Windows.Notifications.Wpncon.AuthenticationStart,151
Microsoft.Windows.Notifications.Wpncon.ConnectDirect,97
Microsoft.Windows.Notifications.Wpncon.ContinueTlsAuthenticate,195
Microsoft.Windows.Notifications.Wpncon.ControlChannelTriggerStatus,20
Microsoft.Windows.Notifications.Wpncon.DirectConnectEnd,94
Microsoft.Windows.Notifications.Wpncon.InterfaceSelector,88
Microsoft.Windows.Notifications.Wpncon.LogicalConnectionStart,94
Microsoft.Windows.Notifications.Wpncon.LogicalConnectionStop,65
Microsoft.Windows.Notifications.Wpncon.NetworkStateChanged,287
Microsoft.Windows.Notifications.Wpncon.ReportMaxEventsReached,11
Microsoft.Windows.Notifications.Wpncon.SelectPreferredInterface,622
Microsoft.Windows.Notifications.Wpncon.StartTlsAuthenticate,75
Microsoft.Windows.Notifications.Wpncon.TLSNegotiationEnd,72
Microsoft.Windows.Notifications.Wpncon.TlsNegotiationStart,76
Microsoft.Windows.Notifications.Wpncon.TryConnectWithAddrInfo,83
Microsoft.Windows.Notifications.Wpncon.WnpProtocolConnectEnd,69
Microsoft.Windows.Notifications.Wpncon.WnpSocketSetup,83
Microsoft.Windows.Notifications.WpncoreTelemetry.ApplicationRegistration,194
Microsoft.Windows.Notifications.WpncoreTelemetry.CallToastFeedbackCallback,13
Microsoft.Windows.Notifications.WpncoreTelemetry.ChannelRequestedByPlatform,2262
Microsoft.Windows.Notifications.WpncoreTelemetry.ClearOnReboot,37
Microsoft.Windows.Notifications.WpncoreTelemetry.CloseChannelAppRequest,1
Microsoft.Windows.Notifications.WpncoreTelemetry.GetWpnConnectionState,6
Microsoft.Windows.Notifications.WpncoreTelemetry.InitialProcessingForImageDownloadRequest,82
Microsoft.Windows.Notifications.WpncoreTelemetry.LocalNotificationDelivered,389
Microsoft.Windows.Notifications.WpncoreTelemetry.NotificationCallBack,18
Microsoft.Windows.Notifications.WpncoreTelemetry.RefreshConnectionManager,38
Microsoft.Windows.Notifications.WpncoreTelemetry.RegisterDesktopApplication,533
Microsoft.Windows.Notifications.WpncoreTelemetry.RegisterSystemApplication,163
Microsoft.Windows.Notifications.WpncoreTelemetry.RegisterTriggerWithBI,18
Microsoft.Windows.Notifications.WpncoreTelemetry.ResetConnectionManager,30
Microsoft.Windows.Notifications.Wpnprv.CheckForNetMessageReceived,378
Microsoft.Windows.Notifications.Wpnprv.LogProcessedNFY,32
Microsoft.Windows.Notifications.Wpnprv.LogReceivedNFY,32
Microsoft.Windows.Notifications.Wpnprv.SendNetMsg,437
Microsoft.Windows.Notifications.Wpnprv.WnpSocketOperation,29
Microsoft.Windows.Oct.Broker.BrokerWarning,5
Microsoft.Windows.Oct.Broker.DirectoryWatcherStart,5
Microsoft.Windows.Oct.Broker.EnclaveInitialization,10
Microsoft.Windows.Oct.Broker.EngineInitialization,10
Microsoft.Windows.Oct.Broker.ServiceStart,10
Microsoft.Windows.Oct.Enclave.EnclaveWarning,56
Microsoft.Windows.Oct.Enclave.EngineInitializationCompleted,5
Microsoft.Windows.Oct.Enclave.LuaFrameworkPerformanceAccounting,66
Microsoft.Windows.Oct.Enclave.LuaScriptLoading,5
Microsoft.Windows.Oct.Enclave.PerformanceAccounting,66
Microsoft.Windows.OneCoreUap.Shell.Auth.CredUX.ClickOkButtonActivity,44
Microsoft.Windows.OneSettingsClient.Heartbeat,3
Microsoft.Windows.OneSettingsClient.OneSettingsPayloadDownload,292
Microsoft.Windows.OneSettingsClient.UnusedRegistrySetting,13
Microsoft.Windows.PCA.WEL.AppBlocked,4
Microsoft.Windows.PNP.DeviceManager.ProcessDetach,2
Microsoft.Windows.Pdc.HandleSwitch,12
Microsoft.Windows.Pdc.PdcPhaseAccounting,15
Microsoft.Windows.Pdc.PdcV2ActivationRevoked,65
Microsoft.Windows.Pdc.TaskClientStats,32
Microsoft.Windows.PlatformExtensions.IsExtensionAvailable,64
Microsoft.Windows.PlatformExtensions.TryActivateContractExtension,1164
Microsoft.Windows.Power.ScreenOnStudy.ScreenOnEnergyEstimation,984
Microsoft.Windows.Power.ScreenOnStudy.ScreenOnSessionSummary,14
Microsoft.Windows.Power.SleepStudy.ScreenOffSessionSummary,2
Microsoft.Windows.Power.SleepStudy.SleepStudyInvalidOffenders,12
Microsoft.Windows.Power.SleepStudy.SleepStudySessionSummary,2
Microsoft.Windows.Power.SleepStudy.SleepStudyTopOffenders,13
Microsoft.Windows.Power.SleepstudyHelper.ScenarioBlockerData,7
Microsoft.Windows.Power.Toast.EnergySaverWnfToast,33
Microsoft.Windows.Power.Troubleshooter.SleepReliability,12
Microsoft.Windows.Power.Troubleshooter.SleepResumePerformance,12
Microsoft.Windows.PowerService.PowerSchemeChanged,1
Microsoft.Windows.PowerService.PowerSettingWrite,109
Microsoft.Windows.PreviousVersions.UI.PreviousVersionsUIStatus,1
Microsoft.Windows.Print.LocalSpooler.DriverChanged,15
Microsoft.Windows.Print.LocalSpooler.GetWindowsInfoResult,15
Microsoft.Windows.Print.LocalSpooler.PrinterInstallationChanged,10
Microsoft.Windows.Print.USBMon.CreatePort,10
Microsoft.Windows.Print.WSDMon.AttachOfflinePort,1
Microsoft.Windows.ProcessLifetimeManager.Activation_DelayStopped,5
Microsoft.Windows.Provisioning.Engine.ProvEngineExceptionFailure,2
Microsoft.Windows.Provisioning.Operations.ProvOpsApplyKnownPackages,9
Microsoft.Windows.Provisioning.Operations.ProvOpsContext,5
Microsoft.Windows.PushToInstall.OutgoingServiceRequest,5
Microsoft.Windows.Rdp.Graphics.RdpIdd.AdapterCreateMonitors,16
Microsoft.Windows.Rdp.Graphics.RdpIdd.AdapterStart,16
Microsoft.Windows.Rdp.Graphics.RdpIdd.HWCursorInfo,16
Microsoft.Windows.Rdp.Graphics.RdpIdd.HwRenderAdapter,2
Microsoft.Windows.Rdp.Graphics.RdpIdd.Ioctl,16
Microsoft.Windows.Rdp.Graphics.RdpIdd.MonitorCommitMode,16
Microsoft.Windows.Rdp.Graphics.RdpIdd.MonitorCreateSwapChain,2
Microsoft.Windows.Rdp.Graphics.RdpIdd.MonitorDestroySwapChain,1
Microsoft.Windows.Rdp.Graphics.RdpIdd.MonitorEnableHWCursor,16
Microsoft.Windows.Rdp.Graphics.RdpIdd.MonitorHPD,16
Microsoft.Windows.RecommendedTroubleshootingService.ActivityError,32
Microsoft.Windows.RecommendedTroubleshootingService.ClassFactoryCreateInstance,8
Microsoft.Windows.RecommendedTroubleshootingService.GetMitigationsActivity,16
Microsoft.Windows.RecommendedTroubleshootingService.InitializationActivity,16
Microsoft.Windows.RecommendedTroubleshootingService.MitigationCertVerificationFailed,16
Microsoft.Windows.RecommendedTroubleshootingService.MitigationHTTPRequest,8
Microsoft.Windows.RecommendedTroubleshootingService.MitigationHttpRequestActivity,16
Microsoft.Windows.RecommendedTroubleshootingService.MitigationScannerMainActivity,16
Microsoft.Windows.RecommendedTroubleshootingService.MitigationStarted,8
Microsoft.Windows.RecommendedTroubleshootingService.MitigationSucceeded,8
Microsoft.Windows.RecommendedTroubleshootingService.RunServiceDrivenActionsActivity,16
Microsoft.Windows.RecommendedTroubleshootingService.RunSystemInitiatedTroubleshooterActivity,16
Microsoft.Windows.RemoteDesktop.RAIL.RdpInit.RdpInitVersion,15
Microsoft.Windows.RemoteDesktop.RAIL.RdpShell.RdpShellVersion,15
Microsoft.Windows.SMB.MRXSMB.AllowInsecureGuestAuthBySetting,12
Microsoft.Windows.SMB.MRXSMB20.ConnectionProperties,35
Microsoft.Windows.SMB.MRXSMB20.SessionKeyLength,79
Microsoft.Windows.SMB.MRXSMB20.SessionProperties,45
Microsoft.Windows.SMB.SRV2.ConnectionProperties,29
Microsoft.Windows.SMB.SRV2.SessionKeyLength,18
Microsoft.Windows.SMB.SRV2.SessionProperties,14
Microsoft.Windows.SRUM.ApiUsage.Invocation,31
Microsoft.Windows.SRUM.ProcessTag.TaggedEnergyUsage,62
Microsoft.Windows.SRUM.Telemetry.AppTimelines,92
Microsoft.Windows.SRUM.Telemetry.DisplayBrightnessHistogram,16
Microsoft.Windows.SRUM.Telemetry.EmiEnergyData,32
Microsoft.Windows.SRUM.Telemetry.EnergyEstimationUsageData,592
Microsoft.Windows.SRUM.Telemetry.PowerSnap,95
Microsoft.Windows.SRUM.Telemetry.ScreenTurnedOff,16
Microsoft.Windows.SRUM.Telemetry.ScreenTurnedOn,15
Microsoft.Windows.SRUM.Telemetry.StateData,16
Microsoft.Windows.Search.Indexer.ActivityError,615
Microsoft.Windows.Search.Indexer.Aggregated.High.IndexerItem_Aggregate,1695
Microsoft.Windows.Search.Indexer.Aggregated.High.MSSCNTRSCollect,252
Microsoft.Windows.Search.Indexer.Aggregated.High.PushAPIIndexingElapseTime_Aggregate,41
Microsoft.Windows.Search.Indexer.Aggregated.High.SearchApiLog_Aggregate,1716
Microsoft.Windows.Search.Indexer.Aggregated.Low.SearchCatalogManagerInit_Aggregate,28
Microsoft.Windows.Search.Indexer.Aggregated.Medium.IndexerQueryExecutionService_Aggregate,389
Microsoft.Windows.Search.Indexer.Aggregated.Medium.SearchIndexerFallbackError_Aggregate,23784
Microsoft.Windows.Search.Indexer.Aggregated.Medium.SearchProtocolHostLaunchFailure_Aggregate,109
Microsoft.Windows.Search.Indexer.Aggregated.Normal.IndexerQueryExecutionClient_Aggregate,463
Microsoft.Windows.Search.Indexer.Aggregated.Normal.StoreAppEndpointApiCall_Aggregated,133
Microsoft.Windows.Search.Indexer.Diagnostics.FileChangeTrackingClient,5
Microsoft.Windows.Search.Indexer.Diagnostics.FileChangeTrackingClientGetChanges,5
Microsoft.Windows.Search.Indexer.Diagnostics.IndexScopeCustomization,1
Microsoft.Windows.Search.Indexer.Diagnostics.IndexShutdownStatus,4
Microsoft.Windows.Search.Indexer.Diagnostics.IndexerHandlerListQueueChange,44
Microsoft.Windows.Search.Indexer.Diagnostics.MSSCNTRSOpen,363
Microsoft.Windows.Search.Indexer.Diagnostics.QueryParserLoadFromPropertySystem,9
Microsoft.Windows.Search.Indexer.Diagnostics.ScreenOnEnteringIdleEvent,10
Microsoft.Windows.Search.Indexer.Diagnostics.ScreenOnFlushEvent,6
Microsoft.Windows.Search.Indexer.Diagnostics.ScreenOnIndexingFileEvent,187
Microsoft.Windows.Search.Indexer.Diagnostics.ScreenOnMergeEvent,2
Microsoft.Windows.Search.Indexer.Diagnostics.ScreenOnQueryResultsEvent,18
Microsoft.Windows.Search.Indexer.Diagnostics.ServiceCtrlDispatcher,6
Microsoft.Windows.Search.Indexer.Diagnostics.ServiceWaitForCallbacksAndShutdown,2
Microsoft.Windows.Search.Indexer.Diagnostics.Shrink,3
Microsoft.Windows.Search.Indexer.HostProcessExecution,63
Microsoft.Windows.Search.Indexer.HostProcessExecutionStop,56
Microsoft.Windows.Search.Indexer.IndexerDatabaseSize,5
Microsoft.Windows.Search.Indexer.IndexerMergeInformation,3
Microsoft.Windows.Search.Indexer.IndexerTotalDocumentsAddedByExtension,2
Microsoft.Windows.Search.Indexer.PluginIsolation.PluginIsolationProperties,4
Microsoft.Windows.Search.Indexer.Recover,232
Microsoft.Windows.Search.Indexer.RecoverActivity,10
Microsoft.Windows.Search.Indexer.ScreenOnProcessFileSystemChangeEvent,35
Microsoft.Windows.Search.Indexer.ScreenOnQueryEvent,127
Microsoft.Windows.Search.Indexer.WorkAttribution.IndexerWorkAttributionActivity_Aggregate,1452
Microsoft.Windows.Security.Biometrics.BioCredProv.ActivityError,58
Microsoft.Windows.Security.Biometrics.BioCredProv.SetUsageScenario,58
Microsoft.Windows.Security.Biometrics.BioCredProv.UnAdvise,58
Microsoft.Windows.Security.Biometrics.CredentialProvider.Face.DeviceInformation,28
Microsoft.Windows.Security.Biometrics.Face.TelemetryProvider.CameraEnumerationInformation,48
Microsoft.Windows.Security.Biometrics.Face.TelemetryProvider.EnterSensorBootstrapAttach,40
Microsoft.Windows.Security.Biometrics.Face.TelemetryProvider.Error,108
Microsoft.Windows.Security.Biometrics.Face.TelemetryProvider.FaceBiometricReaderInformation,40
Microsoft.Windows.Security.Biometrics.Face.TelemetryProvider.HelloSensorAvailableAtAttach,32
Microsoft.Windows.Security.Biometrics.Face.TelemetryProvider.HelloSensorUnavailableAtAttach,8
Microsoft.Windows.Security.Biometrics.Face.TelemetryProvider.UpdateRecognizedSensorList,1
Microsoft.Windows.Security.Biometrics.Service.BioPolicySettings,38
Microsoft.Windows.Security.Biometrics.Service.BioServiceActivityHardware,38
Microsoft.Windows.Security.Biometrics.Service.BioServiceBiometricUnitConfigured,120
Microsoft.Windows.Security.Biometrics.Service.BioServiceBiometricUnitCreate,114
Microsoft.Windows.Security.Biometrics.Service.BioServiceBiometricUnitStateChanged,114
Microsoft.Windows.Security.Biometrics.Service.ConnectedStandbyExitCallbackBoostingPriority,34
Microsoft.Windows.Security.Biometrics.Service.PipelineLoadPlugIns,114
Microsoft.Windows.Security.Biometrics.Service.SecureBioAvailability,38
Microsoft.Windows.Security.Biometrics.Service.TrustletLaunch,38
Microsoft.Windows.Security.Biometrics.StorageAdapter.CloseDatabase,164
Microsoft.Windows.Security.Biometrics.StorageAdapter.OpenDatabase,152
Microsoft.Windows.Security.BitLocker.EncryptionDelay.BitLocker.AutoPilot.Scenario,4
Microsoft.Windows.Security.BitLocker.EncryptionDelay.BitLocker.OOBE.Complete,4
Microsoft.Windows.Security.CloudAp.CloudApAcceptCreds,227
Microsoft.Windows.Security.CloudAp.CloudApLogonUserStart,21
Microsoft.Windows.Security.CloudAp.CloudApLogonUserStop,21
Microsoft.Windows.Security.CloudAp.GetDpapiKeys,4
Microsoft.Windows.Security.CloudAp.LogoffLogonSession,402
Microsoft.Windows.Security.CloudAp.RollDpapiKey,22
Microsoft.Windows.Security.CodeIntegrity.State.Current,15
Microsoft.Windows.Security.CodeIntegrity.State.PolicyDetails,15
Microsoft.Windows.Security.CredHelper.FilterUserArray,29
Microsoft.Windows.Security.CredHelper.ShouldRemovePasswordUser,29
Microsoft.Windows.Security.CustomCapability.CUSTOM_CAPABILITY_CHECK,5
Microsoft.Windows.Security.Dpapi.CreateMasterKeyWithNoBackup,15
Microsoft.Windows.Security.Dpapi.DecryptDPAPIMasterKey,60
Microsoft.Windows.Security.Dpapi.GetMasterKeyUserEncryptionKey,706
Microsoft.Windows.Security.Dpapi.GetSpecifiedMasterKeyAggregated,10
Microsoft.Windows.Security.Dpapi.LocalUserPwdChangeActivityStart,3
Microsoft.Windows.Security.Dpapi.LocalUserPwdChangeActivityStop,3
Microsoft.Windows.Security.Dpapi.MasterKeyLogFailedTrigger,88
Microsoft.Windows.Security.Dpapi.MasterKeyLogSucceededTrigger,13
Microsoft.Windows.Security.Dpapi.MasterKeyNotFoundTrigger,141
Microsoft.Windows.Security.Dpapi.PhaseOneRecovery,60
Microsoft.Windows.Security.Dpapi.RestoreMasterKeyStart,60
Microsoft.Windows.Security.Dpapi.RestoreMasterKeyStop,60
Microsoft.Windows.Security.Dpapi.SpCryptProtect,17
Microsoft.Windows.Security.Dpapi.SpCryptUnprotect,81
Microsoft.Windows.Security.EFS.EfsCore.CDplProtectorNgc.ResolveNgcKeyName,32
Microsoft.Windows.Security.EFS.EfsCore.CDplUser.OnDeviceLockStateChange,63
Microsoft.Windows.Security.EFS.EfsCore.PowerNotificationCallback,10
Microsoft.Windows.Security.EFS.EfsCore.RegisterForPowerNotification,5
Microsoft.Windows.Security.Fido.UVPlatformAuthenticatorCheck,61
Microsoft.Windows.Security.Kerberos.GetTgtStop_Aggregate,29
