full_event_name,count
Microsoft.Windows.Audio.DeviceGraph.RenderSilenceDetected,201
Microsoft.Windows.Audio.EndpointBuilder.BluetoothEndpointsNotUnified,58
Microsoft.Windows.Audio.EndpointBuilder.DefaultEndpointChange,318
Microsoft.Windows.Audio.EndpointBuilder.DeviceCreationFailure,6
Microsoft.Windows.Audio.EndpointBuilder.DeviceInfo,66
Microsoft.Windows.Audio.EndpointBuilder.DeviceRemoved,52
Microsoft.Windows.Audio.EndpointBuilder.DeviceStateChange,106
Microsoft.Windows.Audio.KernelStreamingEndpoint.FinishedGlitching,23
Microsoft.Windows.Audio.License.AtmosCheck,3
Microsoft.Windows.Audio.License.AtmosLicenseCheck,3
Microsoft.Windows.Audio.Service.AcousticEchoCancellationPolicy,66
Microsoft.Windows.Audio.Service.DefaultSpatialSelection,1
Microsoft.Windows.Audio.Service.SaDeviceCreationResult,440
Microsoft.Windows.Audio.Service.SessionMuteChange,6
Microsoft.Windows.Audio.Service.StreamCreate,552
Microsoft.Windows.Audio.Service.StreamMuteChange,1
Microsoft.Windows.Audio.Service.UpdateMixFormatForVSS,2
Microsoft.Windows.Audio.Spatial.Renderer.LockForProcess,380
Microsoft.Windows.Audio.Spatial.Renderer.UnlockForProcess,380
Microsoft.Windows.BcastDVR.Error,32
Microsoft.Windows.Bluetooth.Avctp.AvrcpControlChannelClosing,14
Microsoft.Windows.Bluetooth.Avctp.AvrcpControlChannelOpening,13
Microsoft.Windows.Bluetooth.Avctp.ComponentLoad,15
Microsoft.Windows.Bluetooth.Avctp.ComponentUnload,14
Microsoft.Windows.Bluetooth.Avrcp.AvrcpConnectionInfo,13
Microsoft.Windows.Bluetooth.Avrcp.AvrcpConnectionResult,13
Microsoft.Windows.Bluetooth.Avrcp.AvrcpDisconnectionResult,14
Microsoft.Windows.Bluetooth.BluetoothFingerprint,9
Microsoft.Windows.Bluetooth.BthEnum.BthServiceConnectResult,38
Microsoft.Windows.Bluetooth.BthPort.AclConnectComplete,28
Microsoft.Windows.Bluetooth.BthPort.BthLEAdvertiseManufacturer,112
Microsoft.Windows.Bluetooth.BthPort.BthLEAdvertiseRequest,112
Microsoft.Windows.Bluetooth.BthPort.BthLEScanRequest,36
Microsoft.Windows.Bluetooth.BthPort.ConnectRequest,6
Microsoft.Windows.Bluetooth.BthPort.HciConnectResult,28
Microsoft.Windows.Bluetooth.BthPort.HciDisconnectResult,23
Microsoft.Windows.Bluetooth.BthPort.L2capConnection,105
Microsoft.Windows.Bluetooth.BthPort.ScoConnection,4
Microsoft.Windows.Bluetooth.BthPort.ScoDisconnection,5
Microsoft.Windows.Bluetooth.Gap.SessionStart,36
Microsoft.Windows.Bluetooth.Gap.SessionStop,35
Microsoft.Windows.Bluetooth.HfEnum.ScoConnection,4
Microsoft.Windows.Bluetooth.HfEnum.ScoDisconnection,4
Microsoft.Windows.Bluetooth.Hfp.HfpClccContents,8
Microsoft.Windows.Bluetooth.Hfp.HfpCodecSelectionCompleted,3
Microsoft.Windows.Bluetooth.Hfp.HfpConnectionAttempt,34
Microsoft.Windows.Bluetooth.Hfp.HfpConnectionUpdate,68
Microsoft.Windows.Bluetooth.Hfp.HfpHfAtCommandReceived,294
Microsoft.Windows.Bluetooth.Hfp.HfpHfAtCommandSent,485
Microsoft.Windows.Bluetooth.Hfp.HfpHfCallStateChanged,12
Microsoft.Windows.Bluetooth.Proximity.PrimarySessionStart,36
Microsoft.Windows.Bluetooth.Proximity.PrimarySessionStop,57
Microsoft.Windows.Bluetooth.QuickPair.QuickPairRegister,36
Microsoft.Windows.Bluetooth.QuickPair.QuickPairUnregister,35
Microsoft.Windows.BrokerInfrastructure.Pdc_Session,834
Microsoft.Windows.BrokerInfrastructure.TaskActivationFailed,17
Microsoft.Windows.BrokerInfrastructure.TaskCanceled,237
Microsoft.Windows.BrokerInfrastructure.TaskCompleted,985
Microsoft.Windows.BrokerInfrastructure.TaskDropped,533
Microsoft.Windows.BrokerInfrastructure.TaskLongActivationThreshold,2
Microsoft.Windows.CDP.AFS.ActivityStoreEvent,1621
Microsoft.Windows.CDP.AccountFixTelemetry.ShouldFixAccountActivity,10
Microsoft.Windows.CDP.CDS.CdsActivityEvent,2207
Microsoft.Windows.CDP.Core.Error.CDPError,3864
Microsoft.Windows.CDP.MetricsManagerEvent,3188
Microsoft.Windows.CDP.OnecoreAccountProvider.GetDefaultSignInAccountActivity,100
Microsoft.Windows.CDP.OnecoreAccountProvider.GetDeviceIdAndTicketActivity,510
Microsoft.Windows.CDP.OnecoreAccountProvider.GetTicketForAccountActivity,3178
Microsoft.Windows.CDP.OnecoreAccountProvider.GetWebAccountFromTokenBrokerActivity,187
Microsoft.Windows.CDP.OnecoreAccountProvider.NotifyUserForAccountAttentionActivity,2685
Microsoft.Windows.CDP.OnecoreAccountProvider.RefreshAllAccountsActivity,210
Microsoft.Windows.CDP.OnecoreAccountProvider.ResolveWebAccountActivity,143
Microsoft.Windows.CDP.OnecoreAccountProvider.TokenResultForAccountActivity,3220
Microsoft.Windows.CDP.OnecoreAccountProvider.UserAttentionRequiredActivity,3180
Microsoft.Windows.CDP.UserService.Start,66
Microsoft.Windows.CDP.UserService.Stop,32
Microsoft.Windows.CapabilityAccessManager.SetSystemGlobalConsent,57
Microsoft.Windows.CapabilityAccessManager.SetUserAppConsent,57
Microsoft.Windows.CapabilityAccessManager.SetUserGlobalConsent,57
Microsoft.Windows.CellCore.MobileBroadband.MBNApi.ApiUsage,2
Microsoft.Windows.CentralResourceManager.ActivityCleanup,2
Microsoft.Windows.CentralResourceManager.StateMonitorStateRundown,544
Microsoft.Windows.CentralResourceManager.StateMonitorStateSet,925
Microsoft.Windows.CentralResourceManager.StateMonitorStop,2
Microsoft.Windows.CleanupMgr.DiscCleanupActivity,16
Microsoft.Windows.CleanupMgr.PluginsCleanupStartData,8
Microsoft.Windows.CleanupMgr.PluginsCleanupStopData,8
Microsoft.Windows.CleanupMgr.PluginsInitializeStartData,8
Microsoft.Windows.CleanupMgr.PluginsInitializeStopData,8
Microsoft.Windows.CleanupMgr.PluginsInstantiateStartData,8
Microsoft.Windows.CleanupMgr.PluginsInstantiateStoptData,8
Microsoft.Windows.CleanupMgr.PluginsScanStartData,8
Microsoft.Windows.CleanupMgr.PluginsScanStopData,8
Microsoft.Windows.CleanupMgr.pluginsDeactivatationStart,16
Microsoft.Windows.CleanupMgr.pluginsDeactivatationStop,16
Microsoft.Windows.ClipboardHistory.Service.AddItemActivity,176
Microsoft.Windows.ClipboardHistory.Service.ClipboardActivityMonitor_ConnectedToServerProxy,18
Microsoft.Windows.ClipboardHistory.Service.ClipboardActivityMonitor_ConnectingToServerProxy,18
Microsoft.Windows.ClipboardHistory.Service.ClipboardActivityMonitor_DisconnectedFromServerProxy,16
Microsoft.Windows.ClipboardHistory.Service.ClipboardMonitor_Start,36
Microsoft.Windows.ClipboardHistory.Service.ClipboardMonitor_Stop,32
Microsoft.Windows.ClipboardHistory.Service.CopyActionDetected_Compliant,87
Microsoft.Windows.ClipboardHistory.Service.LocalContentChangeListener_DoubleCopyOptInOpportunityInfo,81
Microsoft.Windows.ClipboardHistory.Service.PasteActionDetected_Compliant,13
Microsoft.Windows.ClipboardHistory.Service.ServiceInitializationActivity,36
Microsoft.Windows.ClipboardHistory.Service.ServiceInitializationPhase2Activity,36
Microsoft.Windows.ClipboardHistory.Service.ServiceStartActivity,36
Microsoft.Windows.ClipboardHistory.Service.ServiceStopActivity,32
Microsoft.Windows.ClipboardHistory.Service.SettingCensus,18
Microsoft.Windows.ComCtl.DpiChanged,10
Microsoft.Windows.ComCtl.TreeViewAnimationAnomaly,7
Microsoft.Windows.Compatibility.Apphelp.SdbFix,163
Microsoft.Windows.Compatibility.Encapsulation.Api,8
Microsoft.Windows.Compatibility.Encapsulation.ProcessLoggingFile,70
Microsoft.Windows.Compatibility.Encapsulation.ProcessLoggingRegistry,100
Microsoft.Windows.Compression.DeltaPackageExpander.DeltaCounts,2
Microsoft.Windows.Compression.DeltaPackageExpander.InventoryRuntime,2
Microsoft.Windows.Compression.DeltaPackageExpander.MaxDiskUsage,62
Microsoft.Windows.Compression.DeltaPackageExpander.OverallRuntime,25
Microsoft.Windows.Compression.DeltaPackageExpander.PeakMemoryUsage,2
Microsoft.Windows.ConnectionManager.AvoidedBadConnectivityState,88
Microsoft.Windows.ConnectionManager.GetCdePolicies(Aggregate),98
Microsoft.Windows.ConnectionManager.GetCellularFailoverPolicy(Aggregate),19
Microsoft.Windows.ConnectionManager.GetDisableIPv6BadStateTrackingPolicy(Aggregate),66
Microsoft.Windows.ConnectionManager.GetEnableBadStateTrackingPolicy(Aggregate),54
Microsoft.Windows.ConnectionManager.GetIgnoreNonRoutableEthernetPolicy(Aggregate),103
Microsoft.Windows.ConnectionManager.GetSoftDisconnectPolicy(Aggregate),98
Microsoft.Windows.ConnectionManager.GetWcmGroupOrLocalPolicy(Aggregate),19
Microsoft.Windows.ConnectionManager.RouteManagerLinkSpeed,14
Microsoft.Windows.ConnectionManager.RouteManagerTriggerEvaluationCompleted,2764
Microsoft.Windows.ConnectionManager.StartBadConnectivityState,100
Microsoft.Windows.ConnectionManager.StopBadConnectivityState,101
Microsoft.Windows.ConnectionManager.WcmPdcInterfaceAdded,435
Microsoft.Windows.ConnectionManager.WcmPdcInterfaceRemoved,140
Microsoft.Windows.Containers.DynamicImage.WcProcessContainerLayer_End,2
Microsoft.Windows.Containers.DynamicImage.WcProcessContainerLayer_Start,2
Microsoft.Windows.Containers.ImageWorker.Cleanup,4
Microsoft.Windows.Containers.ImageWorker.Deploy,4
Microsoft.Windows.Containers.Library.CleanupContainer,222
Microsoft.Windows.Containers.Library.ContainerTerminationReason,111
Microsoft.Windows.Containers.Manager.ActivityError,18
Microsoft.Windows.Containers.Manager.CloseActivity,60
Microsoft.Windows.Containers.Manager.CloseContainer,49
Microsoft.Windows.Containers.Manager.ContainerPlatformPreparation,8
Microsoft.Windows.Containers.Manager.ContainerStateChanged,160
Microsoft.Windows.Containers.Manager.ContainerStateTransition,246
Microsoft.Windows.Containers.Manager.ContainerTerminationStateTransition,26
Microsoft.Windows.Containers.Manager.CpuSoftCapComputeSystemJob,30
Microsoft.Windows.Containers.Manager.CreateActivity,60
Microsoft.Windows.Containers.Manager.CreateComputeSystem,21
Microsoft.Windows.Containers.Manager.CreateContainer,30
Microsoft.Windows.Containers.Manager.CreateContainerStateTransition,30
Microsoft.Windows.Containers.Manager.CreateContainerStateTransition_CreateComputeSystem,30
Microsoft.Windows.Containers.Manager.CreateContainerStateTransition_MirrorNetworks,30
Microsoft.Windows.Containers.Manager.CreateContainerStateTransition_PerformRestoreActions,30
Microsoft.Windows.Containers.Manager.CreateContainerStateTransition_StartComputeSystem,30
Microsoft.Windows.Containers.Manager.CreateContainerStateTransition_StartMirroredNetworking,30
Microsoft.Windows.Containers.Manager.CreateSnapshot,4
Microsoft.Windows.Containers.Manager.CreateZygote,8
Microsoft.Windows.Containers.Manager.DeployBaseImage,2
Microsoft.Windows.Containers.Manager.DynamicBaseImageOperation,4
Microsoft.Windows.Containers.Manager.IoSoftCapComputeSystemJob,30
Microsoft.Windows.Containers.Manager.OpenContainer,30
Microsoft.Windows.Containers.Manager.PauseComputeSystem,21
Microsoft.Windows.Containers.Manager.PauseContainerStateTransition,30
Microsoft.Windows.Containers.Manager.PauseContainerStateTransition_PauseComputeSystem,30
Microsoft.Windows.Containers.Manager.PreserveSnapshotSandbox,2
Microsoft.Windows.Containers.Manager.SaveComputeSystemAsSnapshot,2
Microsoft.Windows.Containers.Manager.SaveComputeSystemAsZygote,4
Microsoft.Windows.Containers.Manager.ServiceStartup,4
Microsoft.Windows.Containers.Manager.SetupCloneSandbox,4
Microsoft.Windows.Containers.Manager.SnapshotStats,2
Microsoft.Windows.Containers.Manager.SpecializeSnapshot,2
Microsoft.Windows.Containers.Manager.StartActivityAsync,60
Microsoft.Windows.Containers.Manager.StartComputeSystem,21
Microsoft.Windows.Containers.Manager.TerminateContainer,22
Microsoft.Windows.Containers.Manager.ThrottleOperation,2
Microsoft.Windows.Containers.Wcifs.FileExpansionFinished,58
Microsoft.Windows.ContentDeliveryManager.ActivityError,131
Microsoft.Windows.ContentDeliveryManager.AppServiceTaskActivity,2
Microsoft.Windows.ContentDeliveryManager.BackgroundTaskCanceled,1
Microsoft.Windows.ContentDeliveryManager.CachedCreativesRefreshed,29
Microsoft.Windows.ContentDeliveryManager.ConfigurationTaskActivity,2
Microsoft.Windows.ContentDeliveryManager.ContentDeliveryAllowed,1
Microsoft.Windows.ContentDeliveryManager.CustomEventListenerTaskActivity,76
Microsoft.Windows.ContentDeliveryManager.DiskState,13
Microsoft.Windows.ContentDeliveryManager.FetchSubscriptionContentActivity,2
Microsoft.Windows.ContentDeliveryManager.FlushPlacementsEventCacheTaskActivity,32
Microsoft.Windows.ContentDeliveryManager.GetAadTokenActivity,110
Microsoft.Windows.ContentDeliveryManager.GetNotificationChannelMsaTicketActivity,40
Microsoft.Windows.ContentDeliveryManager.GetTargetedContentContainerActivity,234
Microsoft.Windows.ContentDeliveryManager.HandleNewCreativesTaskActivity,56
Microsoft.Windows.ContentDeliveryManager.IsContentDeliveryAllowed,1
Microsoft.Windows.ContentDeliveryManager.MaintenanceTaskActivity,24
Microsoft.Windows.ContentDeliveryManager.NativePlacementRenderCreative,362
Microsoft.Windows.ContentDeliveryManager.NotificationChannelTaskActivity,16
Microsoft.Windows.ContentDeliveryManager.PhoneBrokerAppServiceOnRequestReceivedActivity,84
Microsoft.Windows.ContentDeliveryManager.PhoneBrokerAppServiceTaskActivity,60
Microsoft.Windows.ContentDeliveryManager.PhoneBrokerAppServiceTaskCanceled,30
Microsoft.Windows.ContentDeliveryManager.ProcessDueWorkItemActivity,54
Microsoft.Windows.ContentDeliveryManager.ProcessDueWorkItems,17
Microsoft.Windows.ContentDeliveryManager.RefreshCacheTaskActivity,38
Microsoft.Windows.ContentDeliveryManager.RefreshCacheTaskNotRegistered,4
Microsoft.Windows.ContentDeliveryManager.RefreshCacheTaskWorkItemActivity,54
Microsoft.Windows.ContentDeliveryManager.RegisterCustomEventListenerTask,8
Microsoft.Windows.ContentDeliveryManager.RegistrationTaskActivity,2
Microsoft.Windows.ContentDeliveryManager.ReportPlacementHealth,26
Microsoft.Windows.ContentDeliveryManager.ReportPlacementState,54
Microsoft.Windows.ContentDeliveryManager.ReportSampledPlacementHealth,13
Microsoft.Windows.ContentDeliveryManager.RequestSubscribedContentActivity,2
Microsoft.Windows.ContentDeliveryManager.SendNotificationChannelPostToServerActivity,6
Microsoft.Windows.ContentDeliveryManager.UpdatePlacementTaskActivity,748
Microsoft.Windows.ContentManagementSDK.AssetCacheSizeBytes,12
Microsoft.Windows.ContentManagementSDK.CreativeBatchResponseHasError,92
Microsoft.Windows.ContentManagementSDK.CreativeBatchResponseNodeHasNoCreatives,92
Microsoft.Windows.ContentManagementSDK.ExceptionFailure,176
Microsoft.Windows.ContentManagementSDK.GetMicrosoftAccountTicketActivity,56
Microsoft.Windows.ContentManagementSDK.LogResponse,29
Microsoft.Windows.CoreApplication.ActivateForeground,464
Microsoft.Windows.CoreApplication.BackgroundTaskWrapperFailed,15
Microsoft.Windows.CoreApplication.CreatedNewView,75
Microsoft.Windows.CoreUIComponents.ForegroundTaskManager_CancelTaskFailed,8
Microsoft.Windows.CoreUIComponents.ViewActivator_Activate,464
Microsoft.Windows.CoreUIComponents.ViewActivator_ActivateCompleted,464
Microsoft.Windows.CoreUIComponents.ViewManager_InitiateShutdown,16
Microsoft.Windows.CoreUIComponents.ViewManager_NavigateAwayFromView,222
Microsoft.Windows.CoreUIComponents.ViewManager_NavigateToView,1346
Microsoft.Windows.CoreUIComponents.ViewManager_RequestNavigateToView,478
Microsoft.Windows.CoreUIComponents.ViewManager_ResumeAndNavigateToView,464
Microsoft.Windows.CoreUIComponents.ViewManager_ViewAdded,267
Microsoft.Windows.CoreUIComponents.ViewManager_ViewRemoved,222
Microsoft.Windows.CpuTrigger.HighCpuUsageEvent,654
Microsoft.Windows.CpuTrigger.LongCpuUsageEvent,350
Microsoft.Windows.CredProvDataModel.Perftrack_SubmitCredentials_Start,31
Microsoft.Windows.CredProvDataModel.SelectCredentialProvider,4
Microsoft.Windows.CredProvDataModel.SignedInCredProv,26
Microsoft.Windows.CredUXController.CredUXHostStartActivity,62
Microsoft.Windows.CredUXController.CredUXHostStopActivity,62
Microsoft.Windows.Csrss.WinSrvExt.CreateRemoteDisplayDeviceNode,16
Microsoft.Windows.DShow.Ksproxy.DShowKsProxyEvents,42
Microsoft.Windows.DShow.MFproxy.DShowKsProxyEvents,42
Microsoft.Windows.DXaml.InkControls.InkToolbar_AddStroke,4
Microsoft.Windows.DXaml.InkControls.InkToolbar_BoundInkCanvas,6
Microsoft.Windows.DXaml.InkControls.InkToolbar_Close,2
Microsoft.Windows.DXaml.InkControls.InkToolbar_Create,6
Microsoft.Windows.DXaml.InkControls.InkToolbar_FlyoutMenu,3
Microsoft.Windows.DXaml.InkControls.InkToolbar_Visible,6
Microsoft.Windows.Darwin.MsiInstallProduct,3
Microsoft.Windows.DataExchange.DragDrop.DragCanceled,1
Microsoft.Windows.DataExchange.DragDrop.DragDropSession,30
Microsoft.Windows.DataExchange.DropActivity,12
Microsoft.Windows.DataPackage.ClipboardMemory,61
Microsoft.Windows.DataPackage.DelayedRenderActivity,118
Microsoft.Windows.Defender.Shield.DataProtectionCloudBackupProviderUpdate,71
Microsoft.Windows.Defender.Shield.DataProtectionEnterWarning,4
Microsoft.Windows.Defender.Shield.MonitoringPulse,46
Microsoft.Windows.Defender.Shield.ShieldHeartbeat,8
Microsoft.Windows.Desktop.DesktopShellHostExtensions.LaunchDefaultShell,33
Microsoft.Windows.Desktop.Shell.AppClosingTelemetry.ShellAppManagerCloseRequested,68
Microsoft.Windows.Desktop.Shell.AppClosingTelemetry.UserInputCloseRequested,37
Microsoft.Windows.Desktop.Shell.Authentication.AuthUI.ShutdownFlyoutOptionChosen,13
Microsoft.Windows.Desktop.Shell.CoreApplication.CoreApplicationView.ExtendViewIntoTitleBar,106
Microsoft.Windows.Desktop.Shell.CoreApplication.CoreApplicationView.SetTitleBarVisual,226
Microsoft.Windows.Desktop.Shell.NotificationArea.LogNotifyIconInputAction,60
Microsoft.Windows.Desktop.Shell.NotificationArea.LogShowBalloon,6
Microsoft.Windows.Desktop.Shell.NotificationArea.TaskbarColorChange,260
Microsoft.Windows.Desktop.Shell.QuickActions.ControlCenterViewHidden,8
Microsoft.Windows.Desktop.Shell.QuickActions.ControlCenterViewVisible,8
Microsoft.Windows.Desktop.Shell.QuickActions.InitializingQuickActions,12
Microsoft.Windows.Desktop.Shell.QuickActions.QuickActionsEditModeSaveLayout,12
Microsoft.Windows.Desktop.Shell.Shell32.EmptyRecycleBin,1
Microsoft.Windows.Desktop.Shell.Shell32.SetStoragePolicy,8
Microsoft.Windows.Desktop.Shell.TwinApi.ApplicationView.SetPreferredLaunchViewSize,4
Microsoft.Windows.Desktop.Shell.TwinApi.ApplicationView.SetPreferredLaunchWindowingMode,8
Microsoft.Windows.Desktop.Shell.TwinApi.ApplicationView.TryResizeView,20
Microsoft.Windows.Desktop.Shell.TwinUI.BroadcastDVR.KGLLoaded,34
Microsoft.Windows.Desktop.TextInput.TextServiceFramework.ActiveKeyboardProfileSet,13
Microsoft.Windows.Desktop.TextInput.TextServiceFramework.InputSessionFinalized,275
Microsoft.Windows.Desktop.TextInput.TextServiceFramework.InputSessionStarted,275
Microsoft.Windows.Desktop.TextInput.TextServiceFramework.KbdSwitchHotkeyUsage,1
Microsoft.Windows.Desktop.TextInput.TouchKeyboard.hostInvocationSuppressed,1
Microsoft.Windows.DeviceManagement.ConfigManager2.CspNodeOp,172
Microsoft.Windows.Diagnostics.OnlineMemDiag.OnlineMemoryDiagnosticResults,4
Microsoft.Windows.DirectInput8.Dinput8DllLoaded,34
Microsoft.Windows.DirectX.DirectSound.DirectSoundCaptureCreate8,8
Microsoft.Windows.DirectX.DirectSound.DirectSoundCaptureEnumerateW,3
Microsoft.Windows.DirectX.DirectSound.DirectSoundCreate8,18
Microsoft.Windows.DirectX.DirectSound.DirectSoundEnumerateW,32
Microsoft.Windows.DiskSnapshot.RuleSummaryBatched_v1,2
Microsoft.Windows.DiskSnapshot.VolumeSnapshot,2
Microsoft.Windows.DiskTrigger.HighDiskUsageEvent,54
Microsoft.Windows.DiskTrigger.LongDiskUsageEvent,10
Microsoft.Windows.Dism.AppxProvider.AppProvisioned,2
Microsoft.Windows.DriverInstall.DeviceInstall,70
Microsoft.Windows.DriverInstall.DriverPackageDelete,27
Microsoft.Windows.DriverInstall.NewDevInstallDeviceEnd,41
Microsoft.Windows.DriverInstall.NewDevInstallDeviceStart,41
Microsoft.Windows.DriverInstall.UserModePnpDeviceInstall,70
Microsoft.Windows.DriverStore.DriverNotFound,2
Microsoft.Windows.DriverStore.DriverPackage.InfParser,6
Microsoft.Windows.DusmSvc.DataPlanDeleted,2
Microsoft.Windows.Dwm.DComp.WindowsUICompositionDCompCreate,491
Microsoft.Windows.Dwm.DwmApi.AppVistaBLTStub,8
Microsoft.Windows.Dwm.DwmCore.AppSwapChainTelemetry,1346
Microsoft.Windows.Dwm.DwmCore.DwmInitSessionActivityId,32
Microsoft.Windows.Dwm.DwmCore.FrameStatistics,206
Microsoft.Windows.Dwm.DwmCore.Frames,244
Microsoft.Windows.Dwm.DwmCore.HighResourceUsageAlarm,1
Microsoft.Windows.Dwm.DwmCore.UnpresentedFramesAlarm,31
Microsoft.Windows.Dwm.DwmInit.DwmpCreateSessionProcess,32
Microsoft.Windows.Dwm.DwmInit.DwmpTerminateSessionProcess,14
Microsoft.Windows.Dwm.DwmInit.SessionStart,32
Microsoft.Windows.Dwm.Interaction.InputSummary,159
Microsoft.Windows.Dwm.Interaction.InteractionSummary,159
Microsoft.Windows.Dwm.Interaction.RenderSummary,159
Microsoft.Windows.DxDiag.DxDiagExeStartEvent,8
Microsoft.Windows.DxDiag.DxDiagExeStopEvent,8
Microsoft.Windows.DxDiag.DxDiagProviderStart,67
Microsoft.Windows.DxDiag.DxDiagProviderStop,66
Microsoft.Windows.DynamicApi.Data.Coverage,56
Microsoft.Windows.DynamicApi.Data.UtcUpload,10
Microsoft.Windows.ESENT.TraceLogging.EventLog,3
Microsoft.Windows.ESENT.TraceLogging.JetApiError,281
Microsoft.Windows.ESENT.TraceLogging.JetInitError,89
Microsoft.Windows.EnergyEstimation.RetrieveImageVersionFailed,365
Microsoft.Windows.EnterpriseManagement.PolicyManager.PolicyManager,10
Microsoft.Windows.FamilySafety.AppUsage.FamilyAppUsageManagerStarted,32
Microsoft.Windows.FamilySafety.AppUsage.StopUsageTracking,2
Microsoft.Windows.FaultReporting.AppCrashEvent,17
Microsoft.Windows.FaultReporting.WERDumpCollectionStatus,14
Microsoft.Windows.FeatureQuality.FlightIdRegistered,8
Microsoft.Windows.FeatureQuality.FlightIdUnregistered,1
Microsoft.Windows.FeatureQuality.Heartbeat,16
Microsoft.Windows.FeatureQuality.ReconcileFeatureConfigurations,14
Microsoft.Windows.FeatureQuality.StateChange,29
Microsoft.Windows.FeatureQuality.Status,4
Microsoft.Windows.FileSystem.Cache.GlobalPeriodic,12
Microsoft.Windows.FileSystem.Cache.VolumePeriodic,74
Microsoft.Windows.FileSystem.Chkdsk.Format,2
Microsoft.Windows.FileSystem.CloudFiles.ApiReliability,398
Microsoft.Windows.FileSystem.CloudFiles.CldFlt_Hydration,1
Microsoft.Windows.FileSystem.CloudFiles.CldFlt_LAT,1
Microsoft.Windows.FileSystem.CloudFiles.CldFlt_ProviderCrashed,15
Microsoft.Windows.FileSystem.CloudFiles.CldFlt_SparseFile,10
Microsoft.Windows.FileSystem.CloudFiles.FrePerformance,2
Microsoft.Windows.FileSystem.CloudFiles.HydrationPerformance,1
Microsoft.Windows.FileSystem.CloudFiles.ProviderCallback,1
Microsoft.Windows.FileSystem.FltMgr.FltSendMessage,861
Microsoft.Windows.FileSystem.FltMgr.InitInstance,1201
Microsoft.Windows.FileSystem.FltMgr.RegisterFilter,29
Microsoft.Windows.FileSystem.FltMgr.StartFiltering,27
Microsoft.Windows.FileSystem.FltMgr.UnloadFilter,20
Microsoft.Windows.FileSystem.FltMgr.UnregisterFilter,20
Microsoft.Windows.FileSystem.FltMgr.VolumeAttach,37
Microsoft.Windows.FileSystem.NTFS.Compression,10
Microsoft.Windows.FileSystem.NTFS.DeleteFile,13
Microsoft.Windows.FileSystem.NTFS.DismountBegin,8
Microsoft.Windows.FileSystem.NTFS.DismountEnd,4
Microsoft.Windows.FileSystem.NTFS.EA,52
Microsoft.Windows.FileSystem.NTFS.FileLevelTrim,13
Microsoft.Windows.FileSystem.NTFS.Functionality,29
Microsoft.Windows.FileSystem.NTFS.HardLink,29
Microsoft.Windows.FileSystem.NTFS.Mount,35
Microsoft.Windows.FileSystem.NTFS.NamedStreams,24
Microsoft.Windows.FileSystem.NTFS.PageFileSetEndOfFileInfo,24
Microsoft.Windows.FileSystem.NTFS.Periodic,54
Microsoft.Windows.FileSystem.NTFS.PinFile,3
Microsoft.Windows.FileSystem.NTFS.QueryFileLayout,10
Microsoft.Windows.FileSystem.NTFS.StorageReserveArea(Aggregate),321
Microsoft.Windows.FileSystem.NTFS.StorageReserveFSCTRL(Aggregate),41
Microsoft.Windows.FileSystem.NTFS.SurpriseRemove,2
Microsoft.Windows.FileSystem.NTFS.Txf,8
Microsoft.Windows.FileSystem.NTFS.UsnDelete,5
Microsoft.Windows.FileSystem.NTFS.VolumeInfo,89
Microsoft.Windows.FileSystem.NTFS.VolumeInfoSizes,89
Microsoft.Windows.FileSystem.ReFS.Dismount,2
Microsoft.Windows.FileSystem.ReFS.LogRestart,2
Microsoft.Windows.FileSystem.ReFS.Mount,2
Microsoft.Windows.FileSystem.ReFS.StartingCheckpoint,2
Microsoft.Windows.FileSystem.ScopeSnap.ScopeSnapScopingChangeDiffAreaMaxSize,1
Microsoft.Windows.Firewall.Aggregate.FwApiCompletionTimeoutCritical,65
Microsoft.Windows.Firewall.Aggregate.FwFilterTranscactionStatistics,157
Microsoft.Windows.Firewall.FwEnabledORDisabled,401
Microsoft.Windows.Firewall.FwGetEnterpriseIdAsync,1
Microsoft.Windows.Firewall.FwLockWatchDog,2
Microsoft.Windows.Firewall.FwScenarioTelemetryEvent,4
Microsoft.Windows.Firewall.FwThreadWaitTimeAndHoldTimeForFwLock,48
Microsoft.Windows.Firewall.NetworkIsolationCapabilityViolations,1
Microsoft.Windows.Firewall.PolicyIoManager.FwAggregateThreadWaitTimeAndHoldTimeForGpLock,70
Microsoft.Windows.Firewall.QueryUser,4
Microsoft.Windows.Fundamentals.SiufDeployMgrClient.Completed,39
Microsoft.Windows.Fundamentals.SystemInitiatedUserFeedback.ProcessingEscalation,3
Microsoft.Windows.Fundamentals.SystemInitiatedUserFeedback.Rejected,3
Microsoft.Windows.GameOverlay.UWP.AppActivation,5
Microsoft.Windows.GameOverlay.UWP.GameBarAction,98
Microsoft.Windows.GameOverlay.UWP.SessionStop,45
Microsoft.Windows.Globalization.Spelling.MsSpellCheckFacilityInitialized,25
Microsoft.Windows.Graphics.AdapterCache.ActivityError,1
Microsoft.Windows.Graphics.AdapterCache.DXGIAdapterCacheHealthActivity,23
Microsoft.Windows.Graphics.Cdd.GDIContextAfterDX,10
Microsoft.Windows.Graphics.D3D11.CreateDevice,2815
Microsoft.Windows.Graphics.D3D11.RemoveDevice,21
Microsoft.Windows.Graphics.D3D11.TelemetryThrottled,1
Microsoft.Windows.Graphics.D3D12.CreateDevice,266
Microsoft.Windows.Graphics.D3D12Loader.D3D12CoreLoaded,165
