Win10 full_event_name,count
Aria.218d658af29e41b6bc37144bd03f018d.Microsoft.WebBrowser.HistoryJournal.HJ_NavigateCompleteExtended,68
Aria.218d658af29e41b6bc37144bd03f018d.Microsoft.WebBrowser.HistoryJournal.HJ_NavigateElementClicked,53
Aria.218d658af29e41b6bc37144bd03f018d.Microsoft.WebBrowser.HistoryJournal.HJ_PageContentInfo,14
Aria.218d658af29e41b6bc37144bd03f018d.Microsoft.WebBrowser.HistoryJournal.HJ_PreferenceDefaultSearchProviderCurrent,15
Aria.218d658af29e41b6bc37144bd03f018d.Microsoft.WebBrowser.HistoryJournal.HJ_PreferenceHomepageCurrent,15
Aria.218d658af29e41b6bc37144bd03f018d.Microsoft.WebBrowser.HistoryJournal.HJ_W3cNavTiming,21
Aria.7005b72804a64fa4b2138faab88f877b.Microsoft.WebBrowser.Protobuf.UMA.Histograms.Group1,38
Aria.7005b72804a64fa4b2138faab88f877b.Microsoft.WebBrowser.Protobuf.UMA.Histograms.Group2,9
Aria.7005b72804a64fa4b2138faab88f877b.Microsoft.WebBrowser.Protobuf.UMA.Histograms.Group3,27
Aria.7005b72804a64fa4b2138faab88f877b.Microsoft.WebBrowser.Protobuf.UMA.SystemProfile,26
Aria.7005b72804a64fa4b2138faab88f877b.Microsoft.WebBrowser.SystemInfo.Config,6
Aria.ac279d3495274f1681e7e87dd94f8e71.Microsoft.WebBrowser.Protobuf.UKM.Aggregates,42
Aria.ac279d3495274f1681e7e87dd94f8e71.Microsoft.WebBrowser.Protobuf.UKM.SystemProfile,10
Aria.af397ef28e484961ba48646a5d38cf54.Microsoft.WebBrowser.Installer.EdgeUpdate.UsageStats,2
B9B2DE3C-3FBD-4F42-8FF7-33C3BAD35FD4.1_0,2
B9B2DE3C-3FBD-4F42-8FF7-33C3BAD35FD4.2_0,4
CbsServicingProvider.CBSReadCustomInformation,2
CbsServicingProvider.CbsScavengeSession,1
Census.App,7
Census.Battery,7
Census.Enterprise,7
Census.Firmware,7
Census.Flighting,7
Census.Hardware,7
Census.Memory,7
Census.Network,7
Census.OS,7
Census.PrivacySettings,7
Census.Processor,7
Census.Security,7
Census.Speech,7
Census.Storage,7
Census.UserDisplay,1
Census.UserNLS,1
Census.UserPrivacySettings,1
Census.Userdefault,1
Census.VM,7
Census.WU,7
CombaseTraceLoggingProvider.DesktopAppxComActivation,235
CombaseTraceLoggingProvider.PrivateUserHiveLoadKeyFailed,2
D1F688BF-012F-4AEC-A38C-E7D4649F8CD2.102_0,29
D1F688BF-012F-4AEC-A38C-E7D4649F8CD2.104_0,14
DBE9B383-7CF3-4331-91CC-A3CB16A3B538.5007_2,2
DBE9B383-7CF3-4331-91CC-A3CB16A3B538.6106_0,13
DBE9B383-7CF3-4331-91CC-A3CB16A3B538.6112_0,11
DBE9B383-7CF3-4331-91CC-A3CB16A3B538.6113_0,2
DotNet.CLR.SKUOrVersion,359
DxgKrnlTelemetry.AllocatedContent,459
DxgKrnlTelemetry.BddDiag,1
DxgKrnlTelemetry.ClientRunningTime,370
DxgKrnlTelemetry.DisplayConnectivityNotification,2
DxgKrnlTelemetry.DisplayInventoryV2,15
DxgKrnlTelemetry.GPUAdapterInventoryV2,17
DxgKrnlTelemetry.PagingTime_AttemptCount,1
DxgKrnlTelemetry.PagingTime_DefragmentationData,1
DxgKrnlTelemetry.PagingTime_DemotionData,1
DxgKrnlTelemetry.PagingTime_EvictionData,1
DxgKrnlTelemetry.PagingTime_PagingTimingData,1
DxgKrnlTelemetry.PagingTime_ProbeAndLockData,1
DxgKrnlTelemetry.PagingTime_SuspensionData,1
DxgKrnlTelemetry.PagingTime_UnlockData,1
DxgKrnlTelemetry.VSyncTimeStats,3
F0BE35F8-237B-4814-86B5-ADE51192E503.3000_0,4
F0BE35F8-237B-4814-86B5-ADE51192E503.3001_0,4
FB19EE2C-0D22-4A2E-969E-DD41AE0CE1A9.2001_0,7
FB19EE2C-0D22-4A2E-969E-DD41AE0CE1A9.2_0,1
FveAPILoggingProvider.BitLocker.FveApi.Lib.Base.Log,4
FveAPILoggingProvider.BitLocker.FveApi.Lib.Log,2
FveAPILoggingProvider.BitLocker.FveApi.LicenseCheck,25
FveVolTraceLogProvKM.Bitlocker.Driver.ROPolicy.Mount,17
InkAnalysisLoggingProvider.CreateInkAnalyzer,5
IumTelemetryProvider.EfiRuntimeServices,1
IumTelemetryProvider.IumStatus,1
KernelGeneral.ControlProtectionUserModeReturnMismatch,1798
KernelGeneral.HvInfo,1
KernelGeneral.LeapSecondDataUpdate,1
KernelGeneral.ProhibitNonMicrosoftBinaries,268
KernelGeneral.SystemShutdown,1
KernelGeneral.SystemStart,1
KernelProcess.AppStateChangeSummary,1436
LSM.ConnectTime,2
LSM.LogonTime,15
LSM.RDSHTelemetryListeners,2
LSM.SessionArbitration,6
LSM.TerminalClass,4
LSM.TerminalType,4
MSAClientTraceLoggingProvider.AcquireTokens,94
MSAClientTraceLoggingProvider.GetPoPTokens,33
MSAClientTraceLoggingProvider.GetSystemTicketFailedStatus,5
MSAClientTraceLoggingProvider.HandleGetProofOfPossessionTokens,20
MSAClientTraceLoggingProvider.IdleCallback,61
MSAClientTraceLoggingProvider.MSALogonProfileLoad,13
MSAClientTraceLoggingProvider.NetworkCallDetails,67
MSAClientTraceLoggingProvider.ServerErrors,5
MSAClientTraceLoggingProvider.ServiceStop,61
MSAClientTraceLoggingProvider.SignOutUser,1
MSAClientTraceLoggingProvider.SkipTokenUpdateOnProfileLoadInfo,26
MSAClientTraceLoggingProvider.WLIDSvcCredDelete,1
Microsoft-Windows-BITS-Client.JobCompleted,45
Microsoft-Windows-BITS-Client.ServiceShutdown,18
Microsoft-Windows-BITS-Client.ServiceStartup,20
Microsoft-Windows-Desktop-ApplicationFrame.AfterShowWindow,111
Microsoft-Windows-Desktop-ApplicationFrame.ApplicationFrame_Initialize,222
Microsoft-Windows-Desktop-ApplicationFrame.BeforeShowWindow,111
Microsoft-Windows-Desktop-ApplicationFrame.FadeOutCurrentSystemVisual,25
Microsoft-Windows-Desktop-ApplicationFrame.MoveSizeLoop,68
Microsoft-Windows-Desktop-ApplicationFrame.ThemeAwareSplashScreenColorDetected,70
Microsoft-Windows-Desktop-ApplicationManager.AppFrameHostStartup,22
Microsoft-Windows-Desktop-ApplicationManager.SetSystemVisual,23
Microsoft-Windows-Desktop-ApplicationManager.SplashScreenSuppressed,44
Microsoft-Windows-Desktop-Shell-Personalization.WallpaperUpdatedViaUpdateImageToSystemSetting,4
Microsoft-Windows-Desktop-Shell-Windowing.AppSnapped,3
Microsoft-Windows-Desktop-Shell-Windowing.AppUnsnapped,1
Microsoft-Windows-Desktop-Shell-Windowing.ChromeControlsInvokeBack,7
Microsoft-Windows-Desktop-Shell-Windowing.DismissMultitaskingView,4
Microsoft-Windows-Desktop-Shell-Windowing.JointResize,2
Microsoft-Windows-Desktop-Shell-Windowing.PositionViewForActivation,86
Microsoft-Windows-Desktop-Shell-Windowing.TMCSwitchMode,4
Microsoft-Windows-Desktop-Shell-Windowing.TabletModeCSMEvent,21
Microsoft-Windows-Desktop-Shell-Windowing.TabletModeSettings,4
Microsoft-Windows-Desktop-Shell-Windowing.WindowTabHostExtendedUIInvoked,142
Microsoft-Windows-Desktop-Shell-Windowing.WindowTabHostFoundPinnedSites,8
Microsoft-Windows-Desktop-Shell-Windowing.WindowTabHostTimestampUpdateCanceled,1
Microsoft-Windows-Diagnostics-Performance.PostLogonStartupProcesses,11
Microsoft-Windows-FileHistory-ConfigMgr.FHInterfaceUsage(Aggregate),23
Microsoft-Windows-Fundamentals-PilotsHub.InsidersHubLaunch,1
Microsoft-Windows-Fundamentals-PilotsHub.InsidersHubNavigationInfo,8
Microsoft-Windows-Fundamentals-PilotsHub.LoadNewsfeedElapsedTime,1
Microsoft-Windows-Fundamentals-PilotsHub.LongRunningTraceProviderChangedEvent,2
Microsoft-Windows-Fundamentals-PilotsHub.PilotsHubEventInfo,17
Microsoft-Windows-Fundamentals-PilotsHub.PilotsHubOnLaunched,1
Microsoft-Windows-Host-Network-Service.HNSLayerCreated,11
Microsoft-Windows-Host-Network-Service.HNSLayerRemoved,14
Microsoft-Windows-Host-Network-Service.HNSNamespaceCreated,11
Microsoft-Windows-Host-Network-Service.HNSNetworkCreated,99
Microsoft-Windows-Host-Network-Service.HNSNetworkRemoved,3
Microsoft-Windows-Host-Network-Service.HNSResourceCreate,209
Microsoft-Windows-Host-Network-Service.HNSResourceDestroy,17
Microsoft-Windows-Host-Network-Service.LayeredResourceTimeCreate,11
Microsoft-Windows-Host-Network-Service.LayeredResourceTimeTearDown,11
Microsoft-Windows-Host-Network-Service.MirroredNetworkingRequested,11
Microsoft-Windows-Host-Network-Service.NetworkOperationTimeCreate,99
Microsoft-Windows-Host-Network-Service.NetworkOperationTimeTearDown,3
Microsoft-Windows-Host-Network-Service.NotifyAddressChange,856
Microsoft-Windows-Host-Network-Service.ProcessDNSParamChanged,5
Microsoft-Windows-Kernel-Mm.NonRetpolineSystemImageLoadedAggregate,120
Microsoft-Windows-Kernel-Mm.SystemImagePinAddressAggregate,6
Microsoft-Windows-Shell-CortanaProactive.ActivityError,6
Microsoft-Windows-Shell-CortanaProactive.CortanaStoreApp_CortanaAvailable,13
Microsoft-Windows-Shell-CortanaProactive.Cortana_AllowedOnSKU,7
Microsoft-Windows-Shell-CortanaProactive.Cortana_AppInstalled,7
Microsoft-Windows-Shell-CortanaProactive.Cortana_CortanaAvailable,7
Microsoft-Windows-Shell-CortanaProactive.Cortana_DeveloperOverride,6
Microsoft-Windows-Shell-CortanaProactive.Cortana_EnterprisePolicyEnabled,7
Microsoft-Windows-Shell-CortanaProactive.LaunchSearchHost,156
Microsoft-Windows-Shell-Launcher.ActivityIntermediateStop,58
Microsoft-Windows-Shell-Launcher.AllAppsSessionCompleted,58
Microsoft-Windows-Shell-Launcher.AppLaunch,79
Microsoft-Windows-Shell-Launcher.AppListItemInvoked,2
Microsoft-Windows-Shell-Launcher.AppListItemRemoved,2
Microsoft-Windows-Shell-Launcher.AppListItemUnfriendlyDisplayNameEvent,11
Microsoft-Windows-Shell-Launcher.CortanaLauncherInvokeActivity,152
Microsoft-Windows-Shell-Launcher.Frame_ReactToSizeChange,20
Microsoft-Windows-Shell-Launcher.Fullscreen,10
Microsoft-Windows-Shell-Launcher.GroupLogged,40
Microsoft-Windows-Shell-Launcher.LauncherClosed,58
Microsoft-Windows-Shell-Launcher.LauncherInvokeActivity,116
Microsoft-Windows-Shell-Launcher.LauncherOpened,58
Microsoft-Windows-Shell-Launcher.LauncherTipContextMenuDefaultConsole,10
Microsoft-Windows-Shell-Launcher.LauncherTipContextMenuExecuteCommand,28
Microsoft-Windows-Shell-Launcher.LauncherTipContextMenuExecuteShutdownCommand,12
Microsoft-Windows-Shell-Launcher.LogAllTilesActivity,20
Microsoft-Windows-Shell-Launcher.LogColumnMetrics,10
Microsoft-Windows-Shell-Launcher.LogTileScale,10
Microsoft-Windows-Shell-Launcher.SplitViewAllAppsViewSelected,10
Microsoft-Windows-Shell-Launcher.StartPropertiesOnOpened,58
Microsoft-Windows-Shell-Launcher.SystemListItemEnumeration,12
Microsoft-Windows-Shell-Launcher.TileInvoked,39
Microsoft-Windows-Shell-Launcher.TileLogged,680
Microsoft-Windows-Shell-Launcher.TileNotification,46
Microsoft-Windows-Shell-Launcher.WindowsUpdatePendingStateChanged,18
Microsoft-Windows-ShutdownUX.ShutdownUX_ViewModel_Activity,18
Microsoft-Windows-Store.ContentUpdate,8
Microsoft-Windows-Store.OutgoingServiceRequest,302
Microsoft-Windows-Store.PageAction,8
Microsoft-Windows-Store.PageView,4
Microsoft-Windows-Store.ReportError,60
Microsoft-Windows-Store.ReportExceptionCaught,62
Microsoft-Windows-Store.ReportExceptionThrown,26
Microsoft-Windows-Store.SearchBoxResponsive,11
Microsoft-Windows-Store.StoreLaunching,12
Microsoft-Windows-Store.StorePreLaunched,11
Microsoft-Windows-Store.StorePreLaunching,11
Microsoft-Windows-Store.StoreResumed,1
Microsoft-Windows-Store.StoreResuming,1
Microsoft-Windows-Store.StoreSuspended,12
Microsoft-Windows-Store.StoreSuspending,12
Microsoft-Windows-Sysmain-Prefetch.PfApAppStart,62
Microsoft-Windows-Sysmain-Prefetch.PfApPrelaunchableAppStateChange,42
Microsoft-Windows-Sysmain-Prefetch.PfIuPredictionStats,134
Microsoft-Windows-Sysmain-Prefetch.PfResPriPrefetchDbStats,14
Microsoft-Windows-Sysmain-Prefetch.PfResPriPrefetchStats,14
Microsoft-Windows-TCPIP.Histogram,15
Microsoft-Windows-TCPIP.IP_DONTFRAGMENT,35
Microsoft-Windows-TCPIP.TcpThrottleInitialCwnd,1
Microsoft-Windows-TCPIP.TfoHistogram,5
Microsoft.AAD.CloudAp.Provider.PluginInitialize_Start,1
Microsoft.AAD.CloudAp.Provider.PluginInitialize_Stop,1
Microsoft.AAD.CloudAp.Provider.UpdateWorkPlaceP2PCertificates_Start,1
Microsoft.AAD.CloudAp.Provider.UpdateWorkPlaceP2PCertificates_Stop,1
Microsoft.AAD.TokenBrokerPlugin.Provider.Operation_Start,68
Microsoft.AAD.TokenBrokerPlugin.Provider.Operation_Stop,71
Microsoft.AAD.WamExtension.Windows::Internal::Security::Authentication::Aad::AadWamExtensionWorker::ProcessDeviceAuthRequest_Start,1
Microsoft.AAD.WamExtension.Windows::Internal::Security::Authentication::Aad::AadWamExtensionWorker::ProcessDeviceAuthRequest_Stop,1
Microsoft.Antimalware.Scan.Interface.AmsiProvider,165
Microsoft.Antimalware.Scan.Interface.AmsiScan,24
Microsoft.Antimalware.Scan.Interface.AmsiUacScan,127
Microsoft.CAndE.ADFabric.CDJ.NgcPolicyCheck,8
Microsoft.ClientLicensing.InheritedActivation.InheritedActivationClientId,52
Microsoft.ClientLicensing.InheritedActivation.InheritedActivationRequest,52
Microsoft.ClipC.ClipGetLicenseAndPolicyForPfn,63
Microsoft.ClipSp.SpCanAppLaunch,176
Microsoft.ClipSp.SpCompareHardwareBinding,2
Microsoft.ClipSvc.ClipInstallLicense_aggregate,5
Microsoft.ClipSvc.ClipSvcClose,768
Microsoft.ClipSvc.ClipSvcCloseStop,768
Microsoft.ClipSvc.ClipSvcOpen,769
Microsoft.ClipSvc.ClipSvcOpenStart,769
Microsoft.DOTNET.WPF.PresentationCore.StylusConnect,86
Microsoft.DOTNET.WPF.PresentationCore.StylusDisconnect,34
Microsoft.DOTNET.WPF.PresentationCore.StylusShutdown,17
Microsoft.DOTNET.WPF.PresentationCore.StylusStartup,43
Microsoft.DOTNET.WPF.PresentationCore.StylusStatistics,17
Microsoft.DOTNET.WPF.PresentationFramework.ControlsUsed,38
Microsoft.DOTNET.WPF.PresentationFramework.NetFxVersion,82
Microsoft.Gaming.Critical.ProviderRegistered,18
Microsoft.Gaming.Critical.ProviderUnregistered,7
Microsoft.Gaming.Critical.SessionStarted,11
Microsoft.Gaming.GameFlt.GameFltDriverStart,2
Microsoft.Gaming.GameFlt.GameFltUnmountAll,2
Microsoft.Gaming.GameOverlay.PageAction,15
Microsoft.Gaming.Install.FileCopyError,2
Microsoft.Gaming.XboxAppServices.Error,4
Microsoft.Gaming.XboxAppServices.SessionStarted,11
Microsoft.Geolocation.Service.UP_InitialState,7
Microsoft.NotepadApp.FileOpenComplete,2
Microsoft.NotepadApp.FileOpenStart,2
Microsoft.OSG.DU.DeliveryOptClient.DownloadCompleted,50
Microsoft.OSG.DU.DeliveryOptClient.DownloadPaused,6
Microsoft.OSG.DU.DeliveryOptClient.DownloadProgress,20
Microsoft.OSG.DU.DeliveryOptClient.DownloadResumed,6
Microsoft.OSG.DU.DeliveryOptClient.DownloadStarted,50
Microsoft.OSG.DU.DeliveryOptClient.FailureCdnCommunication,5
Microsoft.OSG.DU.DeliveryOptClient.FailureServicesConnect,4
Microsoft.OSG.DU.DeliveryOptClient.PerfSnap,58
Microsoft.OSG.DU.DeliveryOptClient.TraceRoute,24
Microsoft.OSG.OSS.CredProvFramework.EnumerateCredentialsStart,5
Microsoft.OSG.OSS.CredProvFramework.EnumerateCredentialsStop,5
Microsoft.OSG.OSS.CredProvFramework.EnumerateProvidersStart,5
Microsoft.OSG.OSS.CredProvFramework.EnumerateProvidersStop,5
Microsoft.OSG.OSS.CredProvFramework.GetSerializationStart,13
Microsoft.OSG.OSS.CredProvFramework.GetSerializationStop,13
Microsoft.OSG.OSS.CredProvFramework.ReportResultStart,13
Microsoft.OSG.OSS.CredProvFramework.ReportResultStop,13
Microsoft.OSG.OSS.CredProvFramework.SelectCredentialStart,16
Microsoft.OSG.OSS.CredProvFramework.SelectCredentialStop,16
Microsoft.OSG.Web.WinInet.CacheAccessStatsAggregate,256
Microsoft.OSG.Web.WinInet.CacheCleanupStats,184
Microsoft.OSG.Web.WinInet.CacheFileIO,100
Microsoft.OSG.Web.WinInet.Http2ConnectionSharingResendDisableFlags,149
Microsoft.OSG.Web.WinInet.Http2NotCoalescedRequestConnectionTime,47
Microsoft.OSG.Web.WinInet.Http2RstStreamReceived,19
Microsoft.OSG.Web.WinInet.HttpPreConnect succeeded,5
Microsoft.OSG.Web.WinInet.InternetErrDlg,1
Microsoft.OSG.Web.WinInet.PLTandLinkedWininetTelemetry,7
Microsoft.OSG.Web.WinInet.SameSiteBlockedCookies,1
Microsoft.OSG.Web.WinInet.SameSiteSetCookie,1
Microsoft.OSG.Web.WinInet.TLS13HandshakeFailed,6
Microsoft.OSG.Web.WinInet.TLSHandshakeSucceeded,846
Microsoft.OSG.Web.WinInet.TlsFallback,6
Microsoft.Office.CorrelationMetadata.UTCCorrelationMetadata,32
Microsoft.Office.SessionIdProvider.OfficeProcessSessionStart,119
Microsoft.OneCore.NetworkingTriage.GetConnected.FirewallGlobalConfigurationChangedEvent,2
Microsoft.OneCore.NetworkingTriage.GetConnected.InterfaceCapabilityChangedEvent,242
Microsoft.OneCore.NetworkingTriage.GetConnected.InterfaceConnectedStateChangedEvent,260
Microsoft.OneCore.NetworkingTriage.GetConnected.InterfaceDisconnectedStateChangedEvent,216
Microsoft.OneCore.NetworkingTriage.GetConnected.MachineConnectivityChangedEvent,7
Microsoft.OneCore.NetworkingTriage.GetConnected.ProfilePushedToFirewallEvent,264
Microsoft.OneCore.NetworkingTriage.GetConnected.RetransmitTimedOutEvent,4
Microsoft.OneCore.NetworkingTriage.GetConnected.RouteAddedEvent,2
Microsoft.OneCore.NetworkingTriage.GetConnected.UXViewDesktopIconUpdateAction,18
Microsoft.OneCore.NetworkingTriage.GetConnected.UXViewIconChangedEvent,11
Microsoft.OneCore.WindowManagementApi.AppWindow_CloseAsync,4
Microsoft.OneCore.WindowManagementApi.AppWindow_TryCreateAsyncCompleted,5
Microsoft.OneDrive.Sync.Client.OneDriveIDsV2,44
Microsoft.OneDrive.Sync.Updater.OverlayIconStatus,3
Microsoft.OneDrive.Sync.Updater.UpdateOverallResult,3
Microsoft.OneDrive.Sync.Updater.UpdateXmlDownloadHResultV2,3
Microsoft.Tpm.Drv.GetResetRestartCountFailed,1
Microsoft.Tpm.ProvisioningTask.CTpmCoreClass::Initialize,7
Microsoft.Tpm.ProvisioningTask.TpmInfoTrace,22
Microsoft.Tpm.ProvisioningTask.TpmLockoutCountInfo,11
Microsoft.Tpm.ProvisioningTask.TpmProvisionStep,77
Microsoft.Tpm.ProvisioningTask.TpmProvisioningClearOccurred,11
Microsoft.Tpm.ProvisioningTask.TpmProvisioningTaskCreateWindowsAIK,11
Microsoft.Tpm.ProvisioningTask.TpmTaskEKCertAlreadyPresent,11
Microsoft.Tpm.ProvisioningTask.TpmTaskEnrollWindowsAikCertificateResult,11
Microsoft.Tpm.ProvisioningTask.TpmTaskInfo,33
Microsoft.Tpm.ProvisioningTask.TpmTaskRunTime,11
Microsoft.Tpm.ProvisioningTask.TpmTaskStateDidNotChange,11
Microsoft.Tpm.Tbs.TbsRemapError,57
Microsoft.UI.Xaml.Controls.RuntimeProfiler,54
Microsoft.Web.Platform.AppCacheManifestResourceQuotaCheck,13
Microsoft.Web.Platform.BeforeNavigate,735
Microsoft.Web.Platform.BrowserExtensionUsed,34
Microsoft.Web.Platform.CDocCreated,46
Microsoft.Web.Platform.CSSAnimationPropertyUsage,2
Microsoft.Web.Platform.CSSTransitionPropertyUsage,3
Microsoft.Web.Platform.Chakra.ChakraInit,615
Microsoft.Web.Platform.Chakra.DirectCallRaw.PerfStats,580
Microsoft.Web.Platform.Chakra.GCTelemetry_0,29
Microsoft.Web.Platform.Chakra.ScriptContextTelemetry,579
Microsoft.Web.Platform.ContentCoreInputWindowReceivedFocus,114
Microsoft.Web.Platform.CopyTraceActivityStarted,8
Microsoft.Web.Platform.CopyTraceActivityStopped,8
Microsoft.Web.Platform.CoreWebViewCreation,42
Microsoft.Web.Platform.CoreWebViewSetSize,46
Microsoft.Web.Platform.CoreWebViewUsageTime,157
Microsoft.Web.Platform.CspAddPolicy,3
Microsoft.Web.Platform.DXAdapterDesc,45
Microsoft.Web.Platform.DXDeviceCreate,45
Microsoft.Web.Platform.DocumentAndLayoutModeInfo,756
Microsoft.Web.Platform.EventLoopDriveIdleTaskByPaint,2
Microsoft.Web.Platform.ForCopyEventExecHelperCalled,8
Microsoft.Web.Platform.GainedFocus,116
Microsoft.Web.Platform.GwndTaskProfileData,1433
Microsoft.Web.Platform.HostConfiguration,46
Microsoft.Web.Platform.InitializeProtectionFeature,15
Microsoft.Web.Platform.InputTaskProfileData,617
Microsoft.Web.Platform.LayerManagerActivityStart,989
Microsoft.Web.Platform.LayerManagerActivityStop,962
Microsoft.Web.Platform.LostFocus,121
Microsoft.Web.Platform.MarkupActivityStarted,1525
Microsoft.Web.Platform.MarkupDestroyed,1477
Microsoft.Web.Platform.MediaElementDestroyed,6
Microsoft.Web.Platform.MediaElementEnded,1
Microsoft.Web.Platform.MediaElementInitialized,11
Microsoft.Web.Platform.MediaElementPause,2
Microsoft.Web.Platform.MediaElementPlaying,2
Microsoft.Web.Platform.NavigateComplete,1466
Microsoft.Web.Platform.NavigationStopped,734
Microsoft.Web.Platform.NoUriAvailable,20
Microsoft.Web.Platform.NonNavigatingProtocol,2
Microsoft.Web.Platform.PageAvailable,800
Microsoft.Web.Platform.PageLoadEnd,756
Microsoft.Web.Platform.PhoneNumberHighlighted,88
Microsoft.Web.Platform.ProcessAttached,55
Microsoft.Web.Platform.ProcessDetached,15
Microsoft.Web.Platform.QuerySelectorStatistics,10
Microsoft.Web.Platform.ReadyStateComplete,1434
Microsoft.Web.Platform.ReadyStateInteractive,1434
Microsoft.Web.Platform.ResProtocolUsageInstance,15
Microsoft.Web.Platform.ScrollDelayTracker,1438
Microsoft.Web.Platform.ScrollDelayTrackerIndependent,1432
Microsoft.Web.Platform.SecurityZone,756
Microsoft.Web.Platform.ServiceWorkerHelperScheduleJob,1
Microsoft.Web.Platform.ServiceWorkerInfo,2
Microsoft.Web.Platform.SetInteractiveInternalCancelled,1404
Microsoft.Web.Platform.SetUri,1446
Microsoft.Web.Platform.SmartScreenEvaluationResult,2
Microsoft.Web.Platform.StorageServer.CS_CacheStorage_open,440
Microsoft.Web.Platform.StorageServer.QT_WebPlatStorageQuotaUsage,28
Microsoft.Web.Platform.TaskDelayBuckets,136
Microsoft.Web.Platform.TaskProfilerSuspensionFlags,23
Microsoft.Web.Platform.UpdateTravelLog,3
Microsoft.Web.Platform.UseTracker,1439
Microsoft.Web.Platform.VisibilityStateUpdated,1090
Microsoft.Web.Platform.W3CNavigationTiming,1433
Microsoft.Web.Platform.WinRTSaveSegmentToClipboardCalled,8
Microsoft.Windows.AdaptiveCards.InternalRenderer.JsonAdaptiveCardRender,2
Microsoft.Windows.AdaptiveCards.InternalRenderer.ParseJson,1
Microsoft.Windows.AdaptiveCards.InternalRenderer.RenderAdaptiveCard,1
Microsoft.Windows.Analog.HydrogenCompositor.DwmHolographicSuspendRequest,119
Microsoft.Windows.Analog.NUI.SAPI.ModelUpdate,4
Microsoft.Windows.Analog.NUI.SAPI.ModelUpdate_Abort,2
Microsoft.Windows.ApiTelemetry.ApiCallCounts,1302
Microsoft.Windows.App.Browser.ActiveServiceWorkerRegistrationSetWaitingWorker,1
Microsoft.Windows.App.Browser.IEFrameProcessAttached,102
Microsoft.Windows.AppCompat.CompatTab.CompatTabSettingsStateOnApply,1
Microsoft.Windows.AppCompat.CompatTab.DXMaxWinFlagStatus,1
Microsoft.Windows.AppLifeCycle.ModernAppLaunch_UIResponsive,32
Microsoft.Windows.AppLifeCycle.ModernAppLaunch_VisibleComplete,16
Microsoft.Windows.AppLifeCycle.UI.AppLaunch_UserClick,306
