Win11 full_event_name,count
Microsoft.Windows.ApplicationModel.DataTransfer.CloudClipboard.StartClipboardManager,2
Microsoft.Windows.ApplicationModel.DataTransfer.CloudClipboard.ValueWindowMissed,212
Microsoft.Windows.ApplicationModel.DesktopAppx.Activation,44
Microsoft.Windows.ApplicationModel.DesktopAppx.ActivityError,2
Microsoft.Windows.ApplicationModel.DesktopAppx.PostDesktopActivation,108
Microsoft.Windows.ApplicationModel.DesktopAppx.PrepareDesktopActivation,124
Microsoft.Windows.ApplicationModel.DesktopAppx.TryActivateDesktopAppXApplication,192
Microsoft.Windows.ApplicationModel.Store.Telemetry.ApiInvoked,15
Microsoft.Windows.ApplicationModel.Store.Telemetry.BeginOperation,14
Microsoft.Windows.ApplicationModel.Store.Telemetry.EndOperation,9
Microsoft.Windows.ApplicationModel.Store.Telemetry.OutgoingServiceRequest,9
Microsoft.Windows.ApplicationModel.UserActivities.ActivityChannelFactory,48
Microsoft.Windows.ApplicationModel.UserActivities.CDPActivityId,1
Microsoft.Windows.ApplicationModel.UserActivities.CreateSession,2
Microsoft.Windows.ApplicationModel.UserActivities.GetChannel,24
Microsoft.Windows.ApplicationModel.UserActivities.GetOrCreateUserActivityAsync,2
Microsoft.Windows.ApplicationModel.UserActivities.SaveAsync,2
Microsoft.Windows.ApplicationModel.UserActivities.SessionCreated,2
Microsoft.Windows.Appraiser.General.ChecksumTotalPictureCount,2
Microsoft.Windows.Appraiser.General.RunContext,2
Microsoft.Windows.Appraiser.General.SystemMemoryAdd,1
Microsoft.Windows.Appraiser.General.TelemetryRunHealth,1
Microsoft.Windows.Apps.NcsiUwpApp.NcsiUwpAppBackgroundTaskCompleted,12
Microsoft.Windows.Apps.NcsiUwpApp.NcsiUwpAppBackgroundTaskTriggered,12
Microsoft.Windows.Apps.Photos.Analysis.BackgroundCollectionTelemetryDone,20
Microsoft.Windows.Apps.Photos.Analysis.BackgroundTaskStarterStart,21
Microsoft.Windows.Apps.Photos.Analysis.BackgroundTaskStarterStateChanged,40
Microsoft.Windows.Apps.Photos.Analysis.BackgroundTaskState,29
Microsoft.Windows.Apps.Photos.Analysis.CacheClearEnd,3
Microsoft.Windows.Apps.Photos.Analysis.CacheClearStart,3
Microsoft.Windows.Apps.Photos.Analysis.CollectionStatistics,3
Microsoft.Windows.Apps.Photos.Analysis.NetworkUsage,3
Microsoft.Windows.Apps.Photos.Analysis.OneDriveStorageStatistics,3
Microsoft.Windows.Apps.Photos.Analysis.RandomItemTableDataInformation,1
Microsoft.Windows.Apps.Photos.Analysis.SyncStatistics,3
Microsoft.Windows.Apps.Photos.RemoteAccess.CloudResponseReceived,12
Microsoft.Windows.Apps.Photos.RemoteAccess.MsaServiceError,8
Microsoft.Windows.Apps.Photos.RemoteAccess.MsaServiceState,4
Microsoft.Windows.Apps.Photos.RemoteAccess.ODCCreateSubscriptionReason,3
Microsoft.Windows.Apps.Photos.RemoteAccess.ODCCreateSubscriptionSuccess,3
Microsoft.Windows.Attest.InitLibraryActivity,16
Microsoft.Windows.Audio.Client.AggregatedStreamVolumeChanges,7
Microsoft.Windows.Audio.Client.AudioClientInitialize,29
Microsoft.Windows.Audio.Client.AudioClientStart,29
Microsoft.Windows.Audio.Client.AudioClientStop,19
Microsoft.Windows.Audio.DeviceGraph.AudioProcessingObjectInfo,9
Microsoft.Windows.Audio.DeviceGraph.AudioSilenceMonitorScreenOnSessionSummary,17
Microsoft.Windows.Audio.DeviceGraph.DeviceGraphInitialize,28
Microsoft.Windows.Audio.DeviceGraph.DeviceGraphStop,27
Microsoft.Windows.Audio.DeviceGraph.RenderSilenceDetected,1
Microsoft.Windows.Audio.EndpointBuilder.DeviceInfo,9
Microsoft.Windows.Audio.License.AtmosCheck,9
Microsoft.Windows.Audio.License.AtmosLicenseCheck,9
Microsoft.Windows.Audio.Service.DefaultSpatialSelection,9
Microsoft.Windows.Audio.Service.SaDeviceCreationResult,28
Microsoft.Windows.Audio.Service.StreamCreate,29
Microsoft.Windows.Audio.Spatial.Renderer.LockForProcess,28
Microsoft.Windows.Audio.Spatial.Renderer.UnlockForProcess,27
Microsoft.Windows.BcastDVR.Error,48
Microsoft.Windows.Bluetooth.Avctp.ComponentLoad,18
Microsoft.Windows.Bluetooth.Avctp.ComponentUnload,2
Microsoft.Windows.BrokerInfrastructure.Pdc_Session,237
Microsoft.Windows.BrokerInfrastructure.Storage_Worker,2
Microsoft.Windows.BrokerInfrastructure.TaskCanceled,345
Microsoft.Windows.BrokerInfrastructure.TaskCompleted,689
Microsoft.Windows.BrokerInfrastructure.TaskDropped,159
Microsoft.Windows.CDP.AFS.ActivityStoreEvent,1897
Microsoft.Windows.CDP.AccountFixTelemetry.ShouldFixAccountActivity,2
Microsoft.Windows.CDP.CDS.CdsActivityEvent,167
Microsoft.Windows.CDP.Core.Error.CDPError,36
Microsoft.Windows.CDP.MetricsManagerEvent,1068
Microsoft.Windows.CDP.OnecoreAccountProvider.GetDeviceIdAndTicketActivity,90
Microsoft.Windows.CDP.UserService.Start,18
Microsoft.Windows.CDP.UserService.Stop,5
Microsoft.Windows.CapabilityAccessManager.SetSystemGlobalConsent,1
Microsoft.Windows.CapabilityAccessManager.SetUserGlobalConsent,1
Microsoft.Windows.CentralResourceManager.ActivityCleanup,2
Microsoft.Windows.CentralResourceManager.StateMonitorStateRundown,102
Microsoft.Windows.CentralResourceManager.StateMonitorStateSet,293
Microsoft.Windows.CleanupMgr.DiscCleanupActivity,6
Microsoft.Windows.CleanupMgr.PluginsCleanupStartData,3
Microsoft.Windows.CleanupMgr.PluginsCleanupStopData,3
Microsoft.Windows.CleanupMgr.PluginsInitializeStartData,3
Microsoft.Windows.CleanupMgr.PluginsInitializeStopData,3
Microsoft.Windows.CleanupMgr.PluginsInstantiateStartData,3
Microsoft.Windows.CleanupMgr.PluginsInstantiateStoptData,3
Microsoft.Windows.CleanupMgr.PluginsScanStartData,3
Microsoft.Windows.CleanupMgr.PluginsScanStopData,3
Microsoft.Windows.CleanupMgr.pluginsDeactivatationStart,6
Microsoft.Windows.CleanupMgr.pluginsDeactivatationStop,6
Microsoft.Windows.ClipboardHistory.Service.AddItemActivity,1170
Microsoft.Windows.ClipboardHistory.Service.ClipboardActivityMonitor_ConnectedToServerProxy,9
Microsoft.Windows.ClipboardHistory.Service.ClipboardActivityMonitor_ConnectingToServerProxy,9
Microsoft.Windows.ClipboardHistory.Service.ClipboardActivityMonitor_DisconnectedFromServerProxy,3
Microsoft.Windows.ClipboardHistory.Service.ClipboardMonitor_Start,18
Microsoft.Windows.ClipboardHistory.Service.ClipboardMonitor_Stop,6
Microsoft.Windows.ClipboardHistory.Service.CopyActionDetected_Compliant,373
Microsoft.Windows.ClipboardHistory.Service.LocalContentChangeListener_DoubleCopyOptInOpportunityInfo,54
Microsoft.Windows.ClipboardHistory.Service.PasteActionDetected_Compliant,6
Microsoft.Windows.ClipboardHistory.Service.ServiceInitializationActivity,18
Microsoft.Windows.ClipboardHistory.Service.ServiceInitializationPhase2Activity,18
Microsoft.Windows.ClipboardHistory.Service.ServiceStartActivity,18
Microsoft.Windows.ClipboardHistory.Service.ServiceStopActivity,6
Microsoft.Windows.ClipboardHistory.Service.SettingCensus,9
Microsoft.Windows.ComCtl.DpiChanged,59
Microsoft.Windows.ConnectionManager.GetCdePolicies(Aggregate),12
Microsoft.Windows.ConnectionManager.GetCellularFailoverPolicy(Aggregate),1
Microsoft.Windows.ConnectionManager.GetDisableIPv6BadStateTrackingPolicy(Aggregate),12
Microsoft.Windows.ConnectionManager.GetEnableBadStateTrackingPolicy(Aggregate),5
Microsoft.Windows.ConnectionManager.GetIgnoreNonRoutableEthernetPolicy(Aggregate),12
Microsoft.Windows.ConnectionManager.GetSoftDisconnectPolicy(Aggregate),12
Microsoft.Windows.ConnectionManager.GetWcmGroupOrLocalPolicy(Aggregate),1
Microsoft.Windows.ConnectionManager.RouteManagerTriggerEvaluationCompleted,16
Microsoft.Windows.ConnectionManager.StartBadConnectivityState,4
Microsoft.Windows.ConnectionManager.StopBadConnectivityState,4
Microsoft.Windows.ConnectionManager.WcmPdcInterfaceAdded,21
Microsoft.Windows.Containers.Library.CleanupContainer,60
Microsoft.Windows.Containers.Library.ContainerTerminationReason,30
Microsoft.Windows.ContentDeliveryManager.ActivityError,15
Microsoft.Windows.ContentDeliveryManager.CachedCreativesRefreshed,4
Microsoft.Windows.ContentDeliveryManager.CustomEventListenerTaskActivity,16
Microsoft.Windows.ContentDeliveryManager.DiskState,5
Microsoft.Windows.ContentDeliveryManager.FlushPlacementsEventCacheTaskActivity,8
Microsoft.Windows.ContentDeliveryManager.GetAadTokenActivity,42
Microsoft.Windows.ContentDeliveryManager.GetNotificationChannelMsaTicketActivity,10
Microsoft.Windows.ContentDeliveryManager.GetTargetedContentContainerActivity,150
Microsoft.Windows.ContentDeliveryManager.HandleNewCreativesTaskActivity,8
Microsoft.Windows.ContentDeliveryManager.MaintenanceTaskActivity,10
Microsoft.Windows.ContentDeliveryManager.NativePlacementRenderCreative,160
Microsoft.Windows.ContentDeliveryManager.NotifySubscriptionListenersActivity,10
Microsoft.Windows.ContentDeliveryManager.ProcessCreativeEvent,4
Microsoft.Windows.ContentDeliveryManager.ProcessDueWorkItemActivity,8
Microsoft.Windows.ContentDeliveryManager.ProcessDueWorkItems,4
Microsoft.Windows.ContentDeliveryManager.RefreshCacheTaskActivity,8
Microsoft.Windows.ContentDeliveryManager.RefreshCacheTaskNotRegistered,4
Microsoft.Windows.ContentDeliveryManager.RefreshCacheTaskWorkItemActivity,8
Microsoft.Windows.ContentDeliveryManager.ReportPlacementHealth,2
Microsoft.Windows.ContentDeliveryManager.ReportPlacementState,5
Microsoft.Windows.ContentDeliveryManager.SendNotificationChannelPostToServerActivity,2
Microsoft.Windows.ContentDeliveryManager.UpdatePlacementTaskActivity,300
Microsoft.Windows.ContentManagementSDK.AssetCacheSizeBytes,8
Microsoft.Windows.ContentManagementSDK.CreativeBatchResponseHasError,1
Microsoft.Windows.ContentManagementSDK.CreativeBatchResponseNodeHasNoCreatives,1
Microsoft.Windows.ContentManagementSDK.GetMicrosoftAccountTicketActivity,8
Microsoft.Windows.ContentManagementSDK.LogResponse,16
Microsoft.Windows.CoreApplication.ActivateForeground,100
Microsoft.Windows.CoreApplication.CreatedNewView,32
Microsoft.Windows.CoreUIComponents.ForegroundTaskManager_CancelTaskFailed,2
Microsoft.Windows.CoreUIComponents.ViewActivator_Activate,100
Microsoft.Windows.CoreUIComponents.ViewActivator_ActivateCompleted,100
Microsoft.Windows.CoreUIComponents.ViewManager_InitiateShutdown,3
Microsoft.Windows.CoreUIComponents.ViewManager_NavigateAwayFromView,47
Microsoft.Windows.CoreUIComponents.ViewManager_NavigateToView,326
Microsoft.Windows.CoreUIComponents.ViewManager_RequestNavigateToView,100
Microsoft.Windows.CoreUIComponents.ViewManager_ResumeAndNavigateToView,100
Microsoft.Windows.CoreUIComponents.ViewManager_ViewAdded,96
Microsoft.Windows.CoreUIComponents.ViewManager_ViewRemoved,47
Microsoft.Windows.CpuTrigger.HighCpuUsageEvent,32
Microsoft.Windows.CredProvDataModel.Perftrack_SubmitCredentials_Start,10
Microsoft.Windows.CredProvDataModel.SignedInCredProv,10
Microsoft.Windows.CredUXController.CredUXHostStartActivity,22
Microsoft.Windows.CredUXController.CredUXHostStopActivity,22
Microsoft.Windows.Csrss.WinSrvExt.CreateRemoteDisplayDeviceNode,1
Microsoft.Windows.Csrss.WinSrvExt.RemoveRemoteDisplayDeviceNode,2
Microsoft.Windows.Dashboard.AllAppContentVisible,5
Microsoft.Windows.Dashboard.AppContentVisible,10
Microsoft.Windows.Dashboard.AppWindowCreated,6
Microsoft.Windows.Dashboard.AttemptedSetWidgetProperty,24
Microsoft.Windows.Dashboard.BackgroundRefreshCompleted,19
Microsoft.Windows.Dashboard.BackgroundRefreshStarted,19
Microsoft.Windows.Dashboard.FeedContainerShown,6
Microsoft.Windows.Dashboard.HalfAppContentVisible,5
Microsoft.Windows.Dashboard.InstanceManagerCreationSuccessful,6
Microsoft.Windows.Dashboard.InvalidMinimumVersionsResponseObtainedFromWebXT,2
Microsoft.Windows.Dashboard.MinVersionWebRequestMade,26
Microsoft.Windows.Dashboard.StatusChangeEvent,4
Microsoft.Windows.Dashboard.StoreWidgetInstanceSucceeded,24
Microsoft.Windows.Dashboard.WebAppLandingPage,6
Microsoft.Windows.Dashboard.WebAppOrchestratorPcsRefreshVersionValid,16
Microsoft.Windows.Dashboard.WebAppPageChange,6
Microsoft.Windows.Dashboard.WidgetAddedToContainer,412
Microsoft.Windows.Dashboard.WidgetContentAddedToFrame,24
Microsoft.Windows.Dashboard.WidgetInit,72
Microsoft.Windows.Dashboard.WidgetInstanceDeserialized,36
Microsoft.Windows.Dashboard.WidgetLayoutChanged,48
Microsoft.Windows.Dashboard.WidgetLayoutUpdated,6
Microsoft.Windows.Dashboard.WidgetStateChanged,24
Microsoft.Windows.Dashboard.WidgetsGlobalError,1
Microsoft.Windows.Dashboard.WidgetsOSState,5
Microsoft.Windows.DataPackage.ClipboardMemory,222
Microsoft.Windows.DataPackage.DelayedRenderActivity,14
Microsoft.Windows.Defender.App.ActionsViewModelGetValue,108
Microsoft.Windows.Defender.App.ActionsViewModelSetValue,2
Microsoft.Windows.Defender.App.ActivityError,5
Microsoft.Windows.Defender.App.DatamodelInitialization,26
Microsoft.Windows.Defender.App.DefenderAppStartup,2
Microsoft.Windows.Defender.App.EnablePUA,1
Microsoft.Windows.Defender.App.EnableSampleSubmission,1
Microsoft.Windows.Defender.App.Error,10
Microsoft.Windows.Defender.App.GetAsrBlockedProcesses,2
Microsoft.Windows.Defender.App.HardwareSecurityLevelInquiry,2
Microsoft.Windows.Defender.App.IsWscRunning,26
Microsoft.Windows.Defender.App.NavigatedToDefenderPage,9
Microsoft.Windows.Defender.App.OSProtectionPillarStatusUpdated,1
Microsoft.Windows.Defender.App.OnActivate,1
Microsoft.Windows.Defender.App.OneClickPillarStateAction,1
Microsoft.Windows.Defender.App.ProtocolActivation,1
Microsoft.Windows.Defender.App.ShieldProviderInterfaceCreateEvent,13
Microsoft.Windows.Defender.App.ShieldStatePillarStatus,115
Microsoft.Windows.Defender.App.Suspending,1
Microsoft.Windows.Defender.Shield.DataProtectionEnterWarning,21
Microsoft.Windows.Defender.Shield.MonitoringPulse,9
Microsoft.Windows.Defender.Shield.ShieldHeartbeat,3
Microsoft.Windows.Desktop.DesktopShellHostExtensions.LaunchDefaultShell,18
Microsoft.Windows.Desktop.Shell.AppClosingTelemetry.ShellAppManagerCloseRequested,38
Microsoft.Windows.Desktop.Shell.AppClosingTelemetry.UserInputCloseRequested,19
Microsoft.Windows.Desktop.Shell.Authentication.AuthUI.ShutdownFlyoutOptionChosen,2
Microsoft.Windows.Desktop.Shell.CoreApplication.CoreApplicationView.ExtendViewIntoTitleBar,50
Microsoft.Windows.Desktop.Shell.CoreApplication.CoreApplicationView.SetTitleBarVisual,70
Microsoft.Windows.Desktop.Shell.NotificationArea.DragDropIcon,2
Microsoft.Windows.Desktop.Shell.NotificationArea.LogShowBalloon,2
Microsoft.Windows.Desktop.Shell.NotificationArea.TaskbarColorChange,78
Microsoft.Windows.Desktop.Shell.QuickActions.ControlCenterViewHidden,1
Microsoft.Windows.Desktop.Shell.QuickActions.ControlCenterViewVisible,1
Microsoft.Windows.Desktop.Shell.QuickActions.FixQuickActionUnpinnedByUpgrade,2
Microsoft.Windows.Desktop.Shell.QuickActions.InitializingQuickActions,2
Microsoft.Windows.Desktop.Shell.QuickActions.QuickActionUsage,1
Microsoft.Windows.Desktop.Shell.QuickActions.QuickActionsEditModeSaveLayout,2
Microsoft.Windows.Desktop.Shell.TwinApi.ApplicationView.SetPreferredLaunchWindowingMode,4
Microsoft.Windows.Desktop.Shell.TwinUI.BroadcastDVR.KGLLoaded,10
Microsoft.Windows.Desktop.Shell.WindowsUIImmersive.LockScreen.UseSpotlightContentId,3
Microsoft.Windows.Desktop.TextInput.TextServiceFramework.InputSessionFinalized,34
Microsoft.Windows.Desktop.TextInput.TextServiceFramework.InputSessionStarted,35
Microsoft.Windows.Desktop.TextInput.TouchKeyboard.HostInvokedStart,7
Microsoft.Windows.Desktop.TextInput.TouchKeyboard.KeyboardSkinUpdateFuzzyTargetActivity,28
Microsoft.Windows.Desktop.TextInput.TouchKeyboard.KeyboardUIInitializeActivity,28
Microsoft.Windows.Desktop.TextInput.TouchKeyboard.WindowShown,7
Microsoft.Windows.Desktop.TextInput.TouchKeyboard.hostInvoked,7
Microsoft.Windows.Desktop.TextInput.TouchKeyboard.keyboardKeyPressStats,7
Microsoft.Windows.DeviceManagement.ConfigManager2.CspNodeOp,180
Microsoft.Windows.DriverInstall.NewDevInstallDeviceEnd,2
Microsoft.Windows.DriverInstall.NewDevInstallDeviceStart,2
Microsoft.Windows.DriverInstall.UserModePnpDeviceInstall,2
Microsoft.Windows.DusmSvc.BackgroundRestriction,9
Microsoft.Windows.Dwm.DComp.WindowsUICompositionDCompCreate,124
Microsoft.Windows.Dwm.DwmCore.AppSwapChainTelemetry,3
Microsoft.Windows.Dwm.DwmCore.DwmInitSessionActivityId,2
Microsoft.Windows.Dwm.DwmCore.FrameStatistics,84
Microsoft.Windows.Dwm.DwmCore.Frames,131
Microsoft.Windows.Dwm.DwmCore.HighResourceUsageAlarm,10
Microsoft.Windows.Dwm.DwmCore.UnpresentedFramesAlarm,34
Microsoft.Windows.Dwm.DwmInit.DwmpCreateSessionProcess,2
Microsoft.Windows.Dwm.DwmInit.DwmpTerminateSessionProcess,2
Microsoft.Windows.Dwm.DwmInit.SessionStart,2
Microsoft.Windows.Dwm.Interaction.InputSummary,36
Microsoft.Windows.Dwm.Interaction.InteractionSummary,36
Microsoft.Windows.Dwm.Interaction.RenderSummary,36
Microsoft.Windows.DxDiag.DxDiagProviderMinorErrors,1
Microsoft.Windows.DxDiag.DxDiagProviderStart,10
Microsoft.Windows.DxDiag.DxDiagProviderStop,10
Microsoft.Windows.DynamicApi.Data.Coverage,63
Microsoft.Windows.DynamicApi.Data.UtcUpload,13
Microsoft.Windows.ESENT.TraceLogging.DeferredAttach,7
Microsoft.Windows.ESENT.TraceLogging.JetApiError,192
Microsoft.Windows.ESENT.TraceLogging.JetInitError,24
Microsoft.Windows.EnergyEstimation.RetrieveImageVersionFailed,32
Microsoft.Windows.EnterpriseManagement.PolicyManager.PolicyManager,14
Microsoft.Windows.ExploitGuard.ExploitProtection.ExploitProtectionGroupPolicyUpdateFailure,2
Microsoft.Windows.FamilySafety.AppUsage.FamilyAppUsageManagerStarted,10
Microsoft.Windows.FamilySafety.AppUsage.StopUsageTracking,3
Microsoft.Windows.FaultReporting.AppCrashEvent,1
Microsoft.Windows.FeatureQuality.Heartbeat,11
Microsoft.Windows.FeatureQuality.ReconcileFeatureConfigurations,18
Microsoft.Windows.FeatureQuality.StateChange,9
Microsoft.Windows.FileSystem.Cache.GlobalPeriodic,6
Microsoft.Windows.FileSystem.Cache.VolumePeriodic,24
Microsoft.Windows.FileSystem.CloudFiles.ApiReliability,101
Microsoft.Windows.FileSystem.Fat.Mount,1
Microsoft.Windows.FileSystem.FltMgr.FltSendMessage,317
Microsoft.Windows.FileSystem.FltMgr.InitInstance,140
Microsoft.Windows.FileSystem.FltMgr.RegisterFilter,13
Microsoft.Windows.FileSystem.FltMgr.StartFiltering,15
Microsoft.Windows.FileSystem.FltMgr.UnloadFilter,1
Microsoft.Windows.FileSystem.FltMgr.UnregisterFilter,2
Microsoft.Windows.FileSystem.FltMgr.VolumeAttach,6
Microsoft.Windows.FileSystem.NTFS.Compression,6
Microsoft.Windows.FileSystem.NTFS.DeleteFile,1
Microsoft.Windows.FileSystem.NTFS.EA,9
Microsoft.Windows.FileSystem.NTFS.FileLevelTrim,6
Microsoft.Windows.FileSystem.NTFS.Functionality,7
Microsoft.Windows.FileSystem.NTFS.HardLink,8
Microsoft.Windows.FileSystem.NTFS.Mount,2
Microsoft.Windows.FileSystem.NTFS.NamedStreams,1
Microsoft.Windows.FileSystem.NTFS.PageFileSetEndOfFileInfo,4
Microsoft.Windows.FileSystem.NTFS.Periodic,12
Microsoft.Windows.FileSystem.NTFS.QueryFileLayout,3
Microsoft.Windows.FileSystem.NTFS.StorageReserveArea(Aggregate),102
Microsoft.Windows.FileSystem.NTFS.StorageReserveFSCTRL(Aggregate),21
Microsoft.Windows.FileSystem.NTFS.Txf,1
Microsoft.Windows.FileSystem.NTFS.UsnDelete,9
Microsoft.Windows.FileSystem.NTFS.VolumeInfo,14
Microsoft.Windows.FileSystem.NTFS.VolumeInfoSizes,14
Microsoft.Windows.FileSystem.WOF.WofDeflateEvent(Aggregate),18
Microsoft.Windows.Firewall.Aggregate.FwApiCompletionTimeoutCritical,12
Microsoft.Windows.Firewall.Aggregate.FwFilterTranscactionStatistics,18
Microsoft.Windows.Firewall.FwConnectionSecurityRulesPresent,1
Microsoft.Windows.Firewall.FwEnabledORDisabled,14
Microsoft.Windows.Firewall.FwPerProfileConfiguration,1
Microsoft.Windows.Firewall.FwPerProfileFirewallEnabledORDisabled,1
Microsoft.Windows.Firewall.FwRuleMergeEnabled,1
Microsoft.Windows.Firewall.PolicyIoManager.FwAggregateThreadWaitTimeAndHoldTimeForGpLock,10
Microsoft.Windows.Fundamentals.SiufDeployMgrClient.Completed,8
Microsoft.Windows.Fundamentals.SystemInitiatedUserFeedback.Dispatched,1
Microsoft.Windows.Fundamentals.SystemInitiatedUserFeedback.FeedbackAppLaunched,1
Microsoft.Windows.Fundamentals.SystemInitiatedUserFeedback.ProcessingEscalation,1
Microsoft.Windows.Fundamentals.UserInitiatedFeedback.FeedbackHubActivity,13
Microsoft.Windows.Fundamentals.UserInitiatedFeedback.FeedbackHubInteraction,4
Microsoft.Windows.Fundamentals.UserInitiatedFeedback.FeedbackHubLaunch,1
Microsoft.Windows.Fundamentals.UserInitiatedFeedback.FeedbackMonitoringSubmit,2
Microsoft.Windows.Fundamentals.UserInitiatedFeedback.StartupReport,1
Microsoft.Windows.GameOverlay.UWP.GameBarAction,40
Microsoft.Windows.GameOverlay.UWP.SessionStop,12
Microsoft.Windows.Globalization.Spelling.MsSpellCheckFacilityInitialized,10
Microsoft.Windows.Graphics.AdapterCache.DXGIAdapterCacheHealthActivity,18
Microsoft.Windows.Graphics.D3D11.CreateDevice,413
Microsoft.Windows.Graphics.D3D12.CreateDevice,107
Microsoft.Windows.Graphics.D3D12Loader.D3D12CoreLoaded,64
Microsoft.Windows.Graphics.D3D12WARP.DeviceFirstJit,115
Microsoft.Windows.Graphics.D3D12WARP.DeviceStatus,39
Microsoft.Windows.Graphics.DXGI.CreateSwapChain,43
Microsoft.Windows.Graphics.DXGI.DeviceRemovalSupport,42
Microsoft.Windows.Graphics.DXGI.ResizeBuffers,37
Microsoft.Windows.Graphics.DXGI.SetFullscreenState,37
Microsoft.Windows.Graphics.DXGI.SwapChainStatus,45
Microsoft.Windows.Graphics.DirectWrite.DWriteFontCacheLogGlyphRunFont,36
Microsoft.Windows.Graphics.DirectWrite.DWriteMissingFont,171
Microsoft.Windows.Graphics.Display.AggIoDeviceControl,46
Microsoft.Windows.Graphics.Display.AggSetMonitorsDimState,25
Microsoft.Windows.Graphics.Display.DisplayEnhancementService.ChromaticityHistogram,2
Microsoft.Windows.Graphics.Display.DisplayEnhancementService.IlluminanceLuxHistogram,2
Microsoft.Windows.Graphics.Display.DisplayEnhancementService.OEMSettingsEvent,265
Microsoft.Windows.Graphics.Display.DisplayScenarioRestoreV3,1
Microsoft.Windows.Graphics.Display.DisplayScenarioSetMonitorPowerStage,90
Microsoft.Windows.Graphics.Display.DisplayScenarioV3,42
Microsoft.Windows.Graphics.Display.MonitorCapabilities,37
Microsoft.Windows.Graphics.Display.MonitorOnOff,87
Microsoft.Windows.Graphics.DisplayBroker.Aggregate.DisplayManagerAcquireTarget,15
Microsoft.Windows.Graphics.DxgDiagnostics.RapidHpdTrigger,20
Microsoft.Windows.Graphics.DxgDiagnostics.SET_VIDPN_SOURCE_VISIBILITY,73
Microsoft.Windows.Graphics.IddCx.AdapterStart,1
Microsoft.Windows.Graphics.IddCx.DisplayConfigUpdateAg,14
Microsoft.Windows.Graphics.IddCx.MonitorActivityAg,101
Microsoft.Windows.Graphics.IddCx.MonitorConnect,34
Microsoft.Windows.Graphics.IddCx.MonitorFirstFrameTransmitted,34
Microsoft.Windows.Graphics.IddCx.MonitorFirstPathActive,34
Microsoft.Windows.Graphics.WindowsColorSystem.InternalSetDeviceTemperatureAggregated,3
Microsoft.Windows.Health.TestInProduction.AggregateMetrics,8
Microsoft.Windows.Health.TestInProduction.TestResult,15
Microsoft.Windows.Holographic.Coordinator.EnabledBehaviors,10
Microsoft.Windows.Holographic.Coordinator.RaiseStatusChanged,10
Microsoft.Windows.Holographic.Coordinator.SystemStateUpdated,20
Microsoft.Windows.Holographic.Coordinator.SystemStateUpdated2,20
Microsoft.Windows.Holographic.HolographicLoader.Stop,3
Microsoft.Windows.Holographic.VirtualMonitorPool.ActivityError,3
Microsoft.Windows.Holographic.VirtualMonitorPool.ClearAsync,6
Microsoft.Windows.HostActivityManager.Host_MissedTerminateNotification,3
Microsoft.Windows.HostActivityManager.Host_QuiesceSummary,208
Microsoft.Windows.HostActivityManager.Host_RegisterProcess,340
Microsoft.Windows.HostActivityManager.Host_TerminateRequest,231
Microsoft.Windows.HostActivityManager.Host_Terminated,269
Microsoft.Windows.HostActivityManager.QuerySerializationConfig,1
Microsoft.Windows.HyperV.KvpExchanges.GuestKvpInfo,1
Microsoft.Windows.IUIRadioManager.UIToggleDisabled,2
Microsoft.Windows.IUIRadioManager.UIToggleDisabledTimerExpired,9
Microsoft.Windows.Input.HidClass.IdleConfiguration,1
Microsoft.Windows.Input.KbdClass.Configuration,1
Microsoft.Windows.Input.MouClass.Configuration,1
Microsoft.Windows.Internal.UI.Shell.WindowTabManagerTelemetry.WindowTabAdded,4
Microsoft.Windows.Internal.UI.Shell.WindowTabManagerTelemetry.WindowTabCollectionSummary,3
Microsoft.Windows.Internal.UI.Shell.WindowTabManagerTelemetry.WindowTabDataModelCreated,3
Microsoft.Windows.Internal.UI.Shell.WindowTabManagerTelemetry.WindowTabDataModelSummary,3
Microsoft.Windows.Internal.UI.Shell.WindowTabManagerTelemetry.WindowTabManagerClose,3
Microsoft.Windows.Internal.UI.Shell.WindowTabManagerTelemetry.WindowTabManagerCreated,3
Microsoft.Windows.Inventory.Core.AmiTelCacheChecksum,2
Microsoft.Windows.Inventory.Core.GetAppInventory_LazyFileId,2
Microsoft.Windows.Inventory.Core.Invagent_LazyFileId,2
Microsoft.Windows.Inventory.Core.InventoryApplicationAdd,11
Microsoft.Windows.Inventory.Core.InventoryApplicationRemove,10
Microsoft.Windows.Inventory.Core.InventoryDeviceContainerAdd,16
Microsoft.Windows.Inventory.Core.InventoryDeviceContainerRemove,3
Microsoft.Windows.Inventory.Core.InventoryDevicePnpAdd,28
Microsoft.Windows.Inventory.Core.InventoryDevicePnpRemove,12
Microsoft.Windows.Inventory.Core.InventoryDriverBinaryAdd,2
Microsoft.Windows.Inventory.Core.InventoryDriverBinaryRemove,3
Microsoft.Windows.Inventory.Core.InventoryDriverPackageRemove,1
Microsoft.Windows.Inventory.Core.PicRetrieveFileInfoHealth,60
Microsoft.Windows.Inventory.General.InventoryMiscellaneousUUPInfoAdd,8
Microsoft.Windows.Inventory.Indicators.Checksum,3
Microsoft.Windows.Inventory.Indicators.InventoryMiscellaneousUexIndicatorAdd,2
Microsoft.Windows.IrisService.ActivityError,8
Microsoft.Windows.IrisService.BackgroundTaskCompleted,8
Microsoft.Windows.IrisService.BackgroundTaskTriggered,8
